,Name,Age,Nationality,Overall,Potential,Height,Weak.Foot
4899,R. Dwamena,22,Ghana,70,79,182.88,3
4900,K. Laribi,27,Tunisia,70,70,152.4,5
4901,Bruno Nascimento,27,Brazil,70,72,182.88,2
4902,J. Souttar,21,Scotland,70,82,182.88,3
4903,L. Faravelli,25,Argentina,70,75,152.4,3
4904,O. Okwonkwo,20,Nigeria,70,85,152.4,3
4905,D. Zuma,23,South Africa,70,77,152.4,4
4906,J. Busk,24,Denmark,70,75,182.88,2
4907,D. Delgado,25,Colombia,70,71,182.88,3
4908,N. Mihajlović,22,Serbia,70,76,152.4,2
4909,Lucas Áfrico,23,Brazil,70,74,182.88,3
4910,D. Lévêque,28,France,70,70,182.88,3
4911,R. Himmelmann,29,Germany,70,70,182.88,2
4912,Y. Kashiwagi,30,Japan,70,70,152.4,2
4913,A. Rrahmani,24,Kosovo,70,74,182.88,4
4914,P. Sagna,27,Senegal,70,70,182.88,2
4915,J. Archer,25,Scotland,70,73,182.88,2
4916,M. Pedersen,28,Norway,70,70,152.4,3
4917,P. Helland,28,Norway,70,70,182.88,4
4918,Y. Moreno,23,Colombia,70,79,152.4,3
4919,K. Hämäläinen,31,Finland,70,70,182.88,3
4920,S. Pocognoli,30,Belgium,70,70,182.88,3
4921,G. Leadbitter,32,England,70,70,152.4,3
4922,H. Quiñones,26,Colombia,70,71,152.4,3
4923,Ansel Barnisco,30,Brazil,70,70,182.88,3
4924,I. El Adoua,31,Morocco,70,70,182.88,3
4925,J. Angulo,29,Colombia,70,70,152.4,3
4926,J. Berthomier,28,France,70,70,152.4,4
4927,E. Rolón,23,Argentina,70,76,152.4,3
4928,A. Frączczak,30,Poland,70,70,182.88,4
4929,R. Wolski,25,Poland,70,73,152.4,3
4930,J. Pearce,30,England,70,70,182.88,3
4931,N. Moro,20,Croatia,70,81,182.88,3
4932,B. Aouacheria,24,France,70,75,182.88,3
4933,J. McEachran,25,England,70,73,152.4,3
4934,P. Wszołek,26,Poland,70,70,182.88,2
4935,L. Baker,23,England,70,78,182.88,5
4936,Alfonso Herrero,24,Spain,70,76,182.88,3
4937,A. Măţel,28,Romania,70,70,152.4,3
4938,K. Rosenberry,24,United States,70,75,152.4,3
4939,L. Thy,26,Germany,70,73,182.88,3
4940,Koo Ja Ryong,26,Korea Republic,70,72,182.88,2
4941,D. Fry,20,England,70,83,182.88,3
4942,R. Leeuwin,30,Netherlands,70,70,182.88,3
4943,R. Fernández,27,Chile,70,70,182.88,3
4944,A. Timofeev,24,Russia,70,79,182.88,4
4945,Rodrigo Pinho,27,Brazil,70,70,182.88,2
4946,H. Vaca,20,Bolivia,70,78,152.4,3
4947,J. Worrall,21,England,70,83,182.88,2
4948,A. El Jadeyaoui,31,Morocco,70,70,152.4,4
4949,M. Eriksson,28,Sweden,70,70,152.4,4
4950,Y. Kalfa,25,Syria,70,72,152.4,3
4951,C. Vilches,34,Chile,70,70,182.88,2
4952,C. Dessers,23,Belgium,70,75,182.88,4
4953,A. Kara,25,Turkey,70,73,182.88,2
4954,C. Dunkley,26,England,70,73,182.88,2
4955,F. Deli,23,Italy,70,77,182.88,3
4956,Jefferson Santos,25,Brazil,70,71,182.88,2
4957,Kim Seung Dae,27,Korea Republic,70,70,152.4,4
4958,M. Mancienne,30,England,70,70,182.88,3
4959,C. Gardner,31,England,70,70,152.4,3
4960,M. Danielson,29,Sweden,70,71,182.88,2
4961,A. Seculin,27,Italy,70,71,182.88,3
4962,O. Hüsing,25,Germany,70,73,182.88,2
4963,A. Totovytskyi,25,Ukraine,70,73,182.88,3
4964,Fede Vico,23,Spain,70,76,152.4,3
4965,R. Robayo,34,Colombia,70,70,182.88,3
4966,M. Gori,25,Italy,70,72,152.4,3
4967,Miguel Torres,32,Spain,70,70,182.88,4
4968,Montoro,30,Spain,70,70,152.4,3
4969,N. Paz,26,Argentina,70,75,182.88,3
4970,U. Uçar,31,Turkey,70,70,152.4,2
4971,D. Blum,27,Germany,70,71,182.88,3
4972,M. Hefele,27,Germany,70,72,182.88,2
4973,C. Bieler,34,Argentina,70,70,152.4,3
4974,S. Johnson,29,United States,70,72,182.88,2
4975,K. Coulibaly,26,Mali,70,70,182.88,3
4976,Saúl,23,Spain,70,76,182.88,3
4977,I. Dia,31,Senegal,70,70,152.4,3
4978,B. Myhill,35,Wales,70,70,182.88,2
4979,D. Kuciak,33,Slovakia,70,70,182.88,2
4980,Pablo Marí,24,Spain,70,76,182.88,3
4981,Moon Seon Min,26,Korea Republic,70,70,152.4,3
4982,K. Steppe,29,Belgium,70,71,182.88,3
4983,C. Insaurralde,26,Argentina,70,70,182.88,3
4984,J. Domínguez,31,Colombia,70,70,152.4,2
4985,L. Gregory,29,England,70,70,182.88,3
4986,M. Mittelstädt,21,Germany,70,81,152.4,3
4987,M. Romero,19,Argentina,70,85,152.4,3
4988,D. Damjanović,36,Montenegro,70,70,182.88,4
4989,Alam Basteirinho,26,Brazil,70,70,182.88,4
4990,Lee Seung Woo,20,Korea Republic,70,79,152.4,3
4991,N. Gorosito,29,Argentina,70,70,182.88,3
4992,M. Trávník,24,Czech Republic,70,76,152.4,3
4993,G. Gardner,26,England,70,70,182.88,3
4994,Lee Seung Gi,30,Korea Republic,70,70,152.4,5
4995,C. Forsyth,29,Scotland,70,70,182.88,3
4996,D. Lenihan,24,Republic of Ireland,70,75,182.88,3
4997,F. Klein,31,Austria,70,70,182.88,3
4998,A. Weber,31,France,70,70,182.88,4
4999,F. Haugen,26,Norway,70,73,182.88,3
5000,T. Bruns,26,Netherlands,70,73,152.4,3
5001,C. González,25,Paraguay,70,74,182.88,3
5002,M. Coronel,29,Argentina,70,71,152.4,3
5003,M. Schuhen,25,Germany,70,74,182.88,3
5004,J. Knudsen,25,Denmark,70,73,182.88,3
5005,Q. Martinus,27,Curacao,70,70,182.88,3
5006,G. Gianniotas,25,Greece,70,73,152.4,3
5007,F. De Paul,27,Chile,70,73,182.88,3
5008,Kangin Lee,17,Korea Republic,70,88,152.4,3
5009,N. Carreño,24,Colombia,70,75,152.4,2
5010,J. Sánchez,30,Colombia,70,70,152.4,3
5011,Lee Jae Sung,29,Korea Republic,70,70,182.88,3
5012,Kim Eun Sun,30,Korea Republic,70,70,182.88,3
5013,D. Moreno,26,Colombia,70,73,152.4,2
5014,A. Isaksson,36,Sweden,70,70,182.88,2
5015,V. van Crooij,22,Netherlands,70,76,152.4,3
5016,M. D'Alessandro,27,Italy,70,70,152.4,3
5017,R. Windbichler,27,Austria,70,72,182.88,3
5018,C. Corvalán,29,Argentina,70,70,152.4,3
5019,R. Raldes,37,Bolivia,70,70,152.4,3
5020,C. Adam,32,Scotland,70,70,182.88,3
5021,Renaldo Justinho,34,Brazil,70,70,152.4,4
5022,Y. Wissa,21,France,70,82,152.4,3
5023,A. Saldívar,28,Mexico,70,70,182.88,3
5024,A. Stoian,27,Romania,70,70,152.4,5
5025,N. Obiora,26,Nigeria,70,71,182.88,3
5026,S. Salger,28,Germany,70,70,182.88,3
5027,B. Meling,23,Norway,70,75,152.4,3
5028,Macarinho Louro,30,Brazil,70,70,152.4,3
5029,S. Ireland,31,Republic of Ireland,70,70,152.4,3
5030,S. De Ridder,31,Belgium,70,70,152.4,3
5031,M. Coutadeur,32,France,70,70,152.4,4
5032,W. Grigg,26,Northern Ireland,70,71,152.4,3
5033,K. Barbarouses,28,New Zealand,70,70,152.4,3
5034,Ricardo Ferreira,28,Portugal,70,71,182.88,3
5035,G. Belaud,31,France,70,70,152.4,3
5036,Clerc,26,Spain,70,73,182.88,2
5037,L. Mugni,26,Argentina,70,73,182.88,4
5038,A. Faurlín,31,Argentina,70,70,182.88,2
5039,M. Barbieri,24,Argentina,70,77,152.4,2
5040,Javi Guerra,36,Spain,70,70,152.4,3
5041,R. Braña,39,Argentina,70,70,152.4,3
5042,L. Benegas,29,Argentina,70,70,152.4,4
5043,S. Hogan,26,Republic of Ireland,70,73,152.4,3
5044,Pêpê,21,Portugal,70,80,182.88,3
5045,Park Joo Ho,31,Korea Republic,70,70,152.4,3
5046,R. Maiello,26,Italy,70,71,152.4,3
5047,B. Guillaume,23,Belgium,70,76,182.88,4
5048,Vinicius Trieiro,26,Brazil,70,70,152.4,3
5049,Christian Fernández,32,Spain,70,70,182.88,2
5050,F. Fragapane,25,Argentina,70,73,152.4,3
5051,A. Chipciu,29,Romania,70,70,152.4,4
5052,E. Koulouris,22,Greece,70,78,182.88,3
5053,Raphael Paneira,30,Brazil,70,70,182.88,4
5054,C. Espinoza,23,Argentina,70,77,152.4,3
5055,C. Borja,25,Colombia,70,74,152.4,2
5056,M. Pouraliganji,26,Iran,70,73,182.88,3
5057,Jailson Oliva,26,Brazil,70,70,152.4,3
5058,Jordi Mboula,19,Spain,70,85,182.88,4
5059,F. Hasani,28,FYR Macedonia,70,70,182.88,4
5060,J. Sambia,21,France,70,78,182.88,4
5061,Jorge Sáenz,21,Spain,70,80,182.88,3
5062,P. Mahlambi,20,South Africa,70,84,152.4,4
5063,D. McGoldrick,30,Republic of Ireland,70,70,182.88,4
5064,G. Kagelmacher,30,Uruguay,70,70,182.88,2
5065,N. Leali,25,Italy,70,74,182.88,2
5066,M. Pospíšil,27,Czech Republic,70,70,152.4,3
5067,A. Aguerre,27,Argentina,70,73,152.4,2
5068,M. Robak,35,Poland,70,70,182.88,3
5069,Javi Márquez,32,Spain,70,70,152.4,2
5070,C. Ramos,29,Peru,70,70,182.88,3
5071,T. Bunbury,28,United States,70,70,182.88,3
5072,D. Cvetinović,29,Serbia,70,70,182.88,4
5073,L. Ajorque,24,France,70,75,182.88,2
5074,R. Nissen Kristensen,20,Denmark,70,79,182.88,3
5075,T. Hiariej,29,Netherlands,70,70,152.4,4
5076,J. Marveaux,35,France,70,70,152.4,3
5077,M. Kone,28,Ivory Coast,70,70,152.4,3
5078,F. Holland,27,Germany,70,70,152.4,2
5079,C. Suárez,31,Chile,70,70,152.4,3
5080,B. Safari,33,Sweden,70,70,152.4,2
5081,M. Varnier,20,Italy,70,85,182.88,5
5082,B. Kadrii,26,Denmark,70,70,152.4,3
5083,J. Paredes,30,Ecuador,70,70,152.4,3
5084,Aitor García,24,Spain,70,76,152.4,3
5085,L. Spalvis,23,Lithuania,70,77,182.88,4
5086,M. Stoppelkamp,31,Germany,70,70,152.4,2
5087,T. Itō,21,Japan,70,81,152.4,4
5088,Nenê,34,Brazil,70,70,182.88,3
5089,C. Strohdiek,30,Germany,70,70,182.88,3
5090,J. Brabec,25,Czech Republic,70,73,182.88,3
5091,S. Çikalleshi,27,Albania,70,70,182.88,4
5092,L. García,25,Mexico,70,75,182.88,3
5093,M. Wasilewski,38,Poland,70,70,182.88,2
5094,S. Griesbeck,27,Germany,70,70,182.88,3
5095,J. Benítez,26,Argentina,70,70,152.4,3
5096,Diogildo Peixe,30,Brazil,70,70,152.4,4
5097,N. Ibáñez,36,Argentina,70,70,182.88,2
5098,I. Uche,34,Nigeria,70,70,152.4,3
5099,D. Dessena,31,Italy,70,70,182.88,3
5100,R. Ovelar,32,Paraguay,70,70,152.4,4
5101,V. Mannone,30,Italy,70,70,182.88,3
5102,J. Gillet,39,Belgium,70,70,152.4,2
5103,L. Venuti,23,Italy,70,75,152.4,3
5104,J. Meneses,25,Chile,70,72,152.4,3
5105,G. Maniatis,31,Greece,70,70,152.4,3
5106,A. Mabil,22,Australia,70,78,152.4,2
5107,M. Olivera,26,Uruguay,70,73,152.4,3
5108,J. Madueña,28,Mexico,70,70,152.4,3
5109,R. Kurzawa,25,Poland,70,73,182.88,2
5110,F. Pellegrino,32,Argentina,70,70,182.88,2
5111,N. Ampomah,22,Ghana,70,77,152.4,5
5112,C. Fuentes,25,Chile,70,74,152.4,3
5113,O. Burke,21,Scotland,70,81,182.88,3
5114,Sandro Manoel,29,Brazil,70,70,152.4,3
5115,K. Dowell,20,England,70,83,182.88,3
5116,N. Leguizamón,23,Argentina,70,79,152.4,3
5117,G. Espinoza,28,Chile,70,70,152.4,3
5118,A. Balić,20,Croatia,70,77,152.4,3
5119,M. Dos Santos,28,Argentina,70,70,182.88,3
5120,Breno Bemposta,34,Brazil,70,70,152.4,3
5121,B. Capon,30,Belgium,70,70,152.4,3
5122,C. Hudson-Odoi,17,England,70,87,152.4,3
5123,Ruiz de Galarreta,24,Spain,70,75,152.4,3
5124,V. Osimhen,19,Nigeria,70,82,182.88,4
5125,Mauro Júnior,19,Brazil,70,82,152.4,3
5126,M. Casierra,32,Colombia,70,70,152.4,3
5127,L. Cáceda,30,Paraguay,70,70,182.88,2
5128,B. Nieuwkoop,22,Netherlands,70,75,152.4,3
5129,M. Cash,20,England,70,81,152.4,2
5130,P. Huntington,30,England,70,70,182.88,2
5131,A. Paločević,24,Serbia,70,75,152.4,4
5132,L. Sequeira,23,Argentina,70,78,152.4,3
5133,A. Bouka Moutou,29,Congo,70,70,152.4,2
5134,I. Saadi,26,Algeria,70,71,152.4,3
5135,J. Shackell,34,England,70,70,182.88,3
5136,D. Wheater,31,England,70,70,182.88,3
5137,L. Tomlin,29,England,70,70,152.4,3
5138,N. Viola,28,Italy,70,70,152.4,3
5139,O. Shevchenko,26,Ukraine,70,72,182.88,3
5140,Marlinito Dias,34,Brazil,70,70,182.88,3
5141,Marc Cardona,22,Spain,70,79,182.88,3
5142,J. Rivierez,29,France,70,70,182.88,2
5143,A. Crescenzi,26,Italy,70,71,152.4,4
5144,José Arnáiz,23,Spain,70,79,152.4,4
5145,L. Giannetti,24,Argentina,70,76,182.88,2
5146,R. Boffin,30,Belgium,70,70,182.88,2
5147,R. Ramírez,28,Paraguay,70,70,152.4,3
5148,D. von Ballmoos,23,Switzerland,70,79,182.88,3
5149,T. Carson,30,Northern Ireland,70,70,182.88,2
5150,T. Tawatha,26,Israel,70,70,152.4,3
5151,J. Martins Pereira,32,France,70,70,182.88,2
5152,P. Gallagher,33,Scotland,70,70,182.88,3
5153,M. Morrison,30,England,70,70,182.88,3
5154,C. Fierro,23,Mexico,70,74,152.4,4
5155,Bruno Moreira,30,Portugal,70,70,182.88,3
5156,F. Ayité,29,Togo,70,70,152.4,4
5157,F. Zuculini,27,Argentina,70,70,152.4,3
5158,J. Morrow,30,United States,70,70,152.4,4
5159,Vítor Gonçalves,26,Portugal,70,71,152.4,3
5160,Wei Shihao,23,China PR,70,75,152.4,3
5161,J. Cuffaut,30,France,70,70,152.4,3
5162,Y. Touzghar,31,Tunisia,70,70,152.4,3
5163,L. Evans,23,Wales,70,75,182.88,4
5164,Luan Sendeiro,26,Brazil,70,70,152.4,3
5165,Iriome,31,Spain,70,70,182.88,4
5166,J. Cortés,28,Mexico,70,70,152.4,3
5167,E. Bologna,36,Argentina,70,70,182.88,3
5168,A. Batalla,22,Argentina,70,78,182.88,3
5169,M. Formica,30,Argentina,70,70,152.4,3
5170,J. Robinson,24,England,70,75,152.4,3
5171,Matheus Cunha,19,Brazil,70,85,182.88,4
5172,M. George,24,Costa Rica,70,75,182.88,3
5173,Nino,38,Spain,70,70,152.4,4
5174,X. Kouassi,28,Ivory Coast,70,70,152.4,2
5175,G. Kerk,22,Netherlands,70,75,152.4,2
5176,J. Bacuna,20,Netherlands,70,77,152.4,3
5177,Y. Boli,24,Ivory Coast,70,73,152.4,3
5178,Lasure,24,Spain,70,77,152.4,3
5179,J. Van Rankin,25,Mexico,70,74,152.4,3
5180,S. Luperto,21,Italy,70,80,182.88,3
5181,Pita,33,Spain,70,70,182.88,3
5182,Dani Jiménez,28,Spain,70,72,152.4,3
5183,J. Williams,24,Wales,70,74,152.4,3
5184,Philipe Sampaio,23,Brazil,70,77,182.88,2
5185,D. Sow,21,Switzerland,70,82,182.88,4
5186,Sevinho Santos,30,Brazil,70,70,152.4,3
5187,M. Pajač,25,Croatia,70,72,182.88,2
5188,J. Domínguez,30,Mexico,70,70,152.4,2
5189,J. Wurtz,26,Germany,70,71,182.88,3
5190,Derley,30,Brazil,70,70,182.88,3
5191,C. Coosemans,25,Belgium,70,73,182.88,4
5192,Gabriel Xavier,24,Brazil,70,74,152.4,3
5193,H. Moukoudi,20,France,70,81,182.88,3
5194,N. Dyer,30,England,70,70,152.4,3
5195,H. Menosse,31,Uruguay,70,70,182.88,2
5196,César Arzo,32,Spain,70,70,182.88,3
5197,M. Manotas,22,Colombia,70,77,152.4,2
5198,Waguininho,28,Brazil,70,70,152.4,3
5199,A. Jędrzejczyk,30,Poland,70,70,182.88,3
5200,C. Diandy,27,Senegal,70,71,182.88,3
5201,J. Toledo,32,Argentina,70,70,182.88,3
5202,W. Zahibo,24,France,70,75,182.88,4
5203,J. Dudziak,22,Germany,70,75,152.4,3
5204,P. Franco,27,Colombia,70,72,182.88,3
5205,R. Jenssen,30,Norway,70,70,152.4,2
5206,Dodô,19,Brazil,70,83,152.4,3
5207,M. Donald,29,Netherlands,70,70,182.88,3
5208,A. Sissoko,28,Mali,70,70,182.88,3
5209,Renato Chaves,28,Brazil,70,70,182.88,2
5210,M. Odubajo,24,England,70,74,152.4,3
5211,W. Vaulks,24,England,70,72,152.4,3
5212,Y. Al Shehri,28,Saudi Arabia,70,70,152.4,3
5213,D. Cerén,28,El Salvador,70,70,152.4,3
5214,E. Arango,24,Colombia,70,76,152.4,3
5215,C. Mandanne,33,France,70,70,152.4,3
5216,C. Traoré,23,France,70,78,152.4,3
5217,F. Acuña,30,Mexico,70,70,152.4,4
5218,D. Aleksić,27,Serbia,70,71,182.88,4
5219,L. Boyce,27,Northern Ireland,70,71,182.88,3
5220,J. Scowen,25,England,70,76,152.4,3
5221,J. Murillo,22,Venezuela,70,79,152.4,3
5222,J. San Román,29,Argentina,70,70,152.4,4
5223,S. Štilić,30,Bosnia Herzegovina,70,70,182.88,2
5224,M. Yıldırım,27,Turkey,70,72,182.88,2
5225,Gus Ledes,25,Portugal,70,73,152.4,2
5226,R. Alioui,26,Morocco,70,73,182.88,3
5227,V. Huerta,24,Chile,70,73,182.88,3
5228,S. Kaya,27,Turkey,70,73,182.88,2
5229,S. Delev,28,Bulgaria,70,70,152.4,5
5230,K. Ehizibue,23,Netherlands,70,75,182.88,2
5231,D. Larsson,31,Sweden,70,70,152.4,4
5232,B. Urribarri,31,Argentina,70,70,152.4,2
5233,D. Williams,25,Republic of Ireland,70,72,152.4,2
5234,J. García,31,Argentina,70,70,182.88,1
5235,L. Cattermole,30,England,70,70,152.4,3
5236,P. Álvarez,34,Argentina,70,70,152.4,3
5237,A. Putsila,31,Belarus,70,70,152.4,4
5238,K. Kanatsızkuş,21,Turkey,70,77,182.88,3
5239,Momo,35,Spain,70,70,152.4,3
5240,E. Godoy,24,Argentina,70,77,182.88,2
5241,C. Bovo,35,Italy,70,70,152.4,3
5242,J. Meredith,30,Australia,70,70,152.4,2
5243,B. Henning,23,Germany,70,79,152.4,3
5244,O. Petrák,26,Czech Republic,70,73,182.88,3
5245,B. Röcker,28,Germany,70,70,182.88,3
5246,R. Cardozo,28,Bolivia,70,70,152.4,1
5247,M. Duelund,21,Denmark,70,78,152.4,3
5248,M. Seuntjens,26,Netherlands,70,72,182.88,4
5249,Nilson Padilho,30,Brazil,70,70,182.88,3
5250,G. Gómez,34,Panama,70,70,182.88,3
5251,Dai Lin,30,China PR,70,70,182.88,3
5252,M. Budimir,32,Croatia,70,70,182.88,3
5253,Javi Lara,32,Spain,70,70,152.4,4
5254,Alef,23,Brazil,70,76,182.88,3
5255,J. Palacios,28,Colombia,70,70,152.4,2
5256,C. Henao,29,Colombia,70,70,182.88,4
5257,C. Yambéré,27,Central African Rep.,70,72,182.88,3
5258,O. Dramé,25,France,70,71,152.4,3
5259,S. Michel,27,Germany,70,70,152.4,3
5260,S. Özcan,20,Germany,70,85,152.4,3
5261,M. Correia,29,Portugal,70,70,182.88,4
5262,J. Harrison,21,England,70,81,152.4,2
5263,F. Diabaté,22,Mali,70,78,152.4,3
5264,E. Torres,25,Mexico,70,73,182.88,3
5265,R. Improta,24,Italy,70,74,152.4,3
5266,N. Hauptmann,22,Germany,70,80,152.4,4
5267,A. Bouhaddouz,31,Morocco,70,70,182.88,4
5268,S. Ubilla,27,Chile,70,70,152.4,3
5269,Francisco Ramos,23,Portugal,70,78,182.88,3
5270,J. Roa,26,Colombia,70,71,152.4,2
5271,K. N'Doram,22,France,70,79,182.88,2
5272,J. Torunarigha,20,Germany,70,81,182.88,2
5273,C. Deac,32,Romania,70,70,152.4,3
5274,Marc Gual,22,Spain,70,77,182.88,3
5275,B. Samudio,22,Paraguay,70,78,152.4,3
5276,S. Bassong,31,Cameroon,70,70,182.88,3
5277,S. Manolev,32,Bulgaria,70,70,182.88,3
5278,A. Letellier,27,France,70,71,182.88,2
5279,I. Ezekiel,24,Nigeria,70,74,152.4,3
5280,C. Oliveira Souza,22,Brazil,70,79,152.4,4
5281,J. Palmieri,31,France,70,70,152.4,3
5282,M. Larrondo,29,Chile,70,70,182.88,3
5283,J. Colback,28,England,70,70,152.4,2
5284,T. Kister,31,Germany,70,70,182.88,3
5285,N. Omladič,28,Slovenia,70,70,152.4,3
5286,P. Cuadra,23,Argentina,70,79,152.4,4
5287,I. Plastun,27,Ukraine,70,71,182.88,3
5288,W. Dutoit,29,France,70,70,152.4,3
5289,M. Matvienko,22,Ukraine,70,80,182.88,2
5290,A. Chatzigiovanis,21,Greece,70,78,152.4,4
5291,M. Ardemagni,31,Italy,70,70,182.88,3
5292,A. Pearce,29,Republic of Ireland,70,70,182.88,2
5293,E. Imorou,29,Benin,70,70,152.4,2
5294,M. Franke,25,Germany,70,74,182.88,2
5295,F. Falco,26,Italy,70,71,152.4,3
5296,L. Villalba,23,Argentina,70,75,152.4,2
5297,Tiago Lopes,29,Portugal,70,70,152.4,3
5298,Diogo Viana,28,Portugal,70,70,152.4,3
5299,M. El Kabir,29,Morocco,70,70,152.4,4
5300,O. Nguette,23,Senegal,70,75,182.88,3
5301,A. Engin,21,Germany,70,82,152.4,3
5302,J. Ortiz,34,Argentina,70,70,152.4,3
5303,S. Khelifi,24,Switzerland,70,75,152.4,3
5304,J. Reine-Adélaïde,20,France,70,82,182.88,3
5305,K. Kronholm,32,United States,70,70,182.88,2
5306,N. Ninković,23,Serbia,70,78,182.88,4
5307,M. Gakpa,24,France,70,73,182.88,2
5308,Eber Bessa,26,Brazil,70,72,152.4,3
5309,C. Valencia,33,Colombia,70,70,152.4,3
5310,B. Mokulu,28,DR Congo,70,70,182.88,4
5311,D. Johnson,25,Jamaica,70,73,152.4,3
5312,D. Marney,34,England,70,70,152.4,3
5313,M. Kieftenbeld,28,Netherlands,70,71,152.4,3
5314,P. Heise,27,Germany,70,71,182.88,3
5315,A. Rudko,26,Ukraine,70,74,182.88,3
5316,L. Mchedlidze,28,Georgia,70,70,182.88,3
5317,H. Al Moqahwi,30,Saudi Arabia,70,70,152.4,3
5318,S. Fletcher,31,Scotland,70,70,182.88,2
5319,K. Danso,19,Austria,70,80,182.88,3
5320,C. Tiffert,36,Germany,70,70,182.88,3
5321,T. Asano,23,Japan,70,75,152.4,4
5322,G. Torres,29,Panama,70,70,152.4,3
5323,S. Napoleoni,32,Italy,70,70,152.4,4
5324,A. Konradsen,27,Norway,70,70,182.88,3
5325,K. Günter,23,Germany,70,75,182.88,3
5326,S. Medojević,27,Serbia,70,70,182.88,3
5327,Anuar,23,Morocco,70,77,152.4,3
5328,Sastre,32,Spain,70,70,152.4,4
5329,G. Pinzi,37,Italy,70,70,152.4,3
5330,Jona,29,Honduras,70,70,182.88,3
5331,Daniel Amora,30,Brazil,70,70,182.88,2
5332,P. Toranzo,36,Argentina,70,70,152.4,3
5333,Carlinhos,24,Brazil,70,74,152.4,4
5334,E. Hestad,23,Norway,70,77,182.88,3
5335,Fernando,19,Brazil,70,84,152.4,3
5336,S. Adamyan,25,Armenia,70,73,182.88,3
5337,Fede,21,Spain,70,79,152.4,3
5338,Nathan Otávio,28,Brazil,70,70,182.88,3
5339,M. Wittek,22,Germany,70,78,152.4,2
5340,Rafa Navarro,24,Spain,70,77,152.4,3
5341,N. Taylor,29,Wales,70,70,152.4,3
5342,M. Schäffler,29,Germany,70,70,182.88,3
5343,E. Ávila,24,Argentina,70,77,152.4,4
5344,A. Mazzotta,28,Italy,70,70,182.88,2
5345,P. Frankowski,23,Poland,70,76,152.4,3
5346,P. Budkivskyi,26,Ukraine,70,72,182.88,3
5347,J. Flum,30,Germany,70,70,182.88,3
5348,Y. Ngbakoto,26,DR Congo,70,71,152.4,3
5349,R. Bonevacia,26,Curacao,70,70,152.4,3
5350,K. Shibasaki,33,Japan,70,70,152.4,4
5351,D. Lainez,18,Mexico,70,82,152.4,3
5352,M. Navarrete,26,Chile,70,71,152.4,2
5353,F. Valiani,37,Italy,70,70,152.4,4
5354,J. Maghoma,30,DR Congo,70,70,152.4,3
5355,Alex López,30,Spain,70,70,152.4,3
5356,Hernán,27,Spain,70,70,152.4,3
5357,A. Werner,22,Argentina,70,78,182.88,2
5358,B. Bjarnason,30,Iceland,70,70,182.88,4
5359,Pichu Atienza,28,Spain,70,72,182.88,2
5360,F. Campos,24,Chile,70,77,152.4,3
5361,Christian Rivera,20,Spain,70,79,182.88,3
5362,Johannesson,24,Iceland,70,75,152.4,3
5363,C. Acevedo,22,Mexico,70,79,182.88,3
5364,A. Budimir,26,Croatia,70,70,182.88,4
5365,J. Troisi,29,Australia,70,70,152.4,3
5366,A. Tuia,28,Italy,70,72,182.88,3
5367,V. Pálsson,27,Iceland,70,72,182.88,3
5368,M. Tahrat,28,Algeria,70,70,182.88,2
5369,E. Korkmaz,35,Turkey,70,70,182.88,2
5370,Jeong Jae Yong,27,Korea Republic,70,70,182.88,3
5371,L. Mousset,22,France,70,75,182.88,2
5372,C. Michelin,21,France,70,81,152.4,3
5373,F. Ojo,26,Belgium,70,71,152.4,3
5374,Jeong Woon,29,Korea Republic,70,70,152.4,3
5375,M. Bodmer,35,France,70,70,182.88,4
5376,K. Smith,27,England,70,71,152.4,3
5377,A. Wisdom,25,England,70,75,182.88,3
5378,S. Doi,26,Japan,70,71,152.4,4
5379,Thiago Carleto,29,Brazil,70,70,152.4,3
5380,D. Stracqualursi,30,Argentina,70,70,182.88,3
5381,C. Maxwell,27,Wales,70,73,182.88,3
5382,Alberto Martín,29,Spain,70,70,152.4,3
5383,S. Birnbaum,27,United States,70,70,182.88,2
5384,J. Dilrosun,20,Netherlands,70,86,152.4,2
5385,A. Kali,27,Morocco,70,71,152.4,4
5386,D. Fox,32,Scotland,70,70,182.88,3
5387,L. Castro,26,Colombia,70,71,152.4,3
5388,I. Nedelcearu,22,Romania,70,78,182.88,4
5389,A. Orión,37,Argentina,70,70,182.88,3
5390,D. Milošević,23,Bosnia Herzegovina,70,75,182.88,3
5391,J. Minala,21,Cameroon,70,76,182.88,3
5392,S. Çinaz,32,Germany,70,70,182.88,3
5393,A. Turan,26,Turkey,70,72,152.4,2
5394,S. Dursun,26,Turkey,70,72,182.88,2
5395,C. Leemans,22,Netherlands,70,75,182.88,4
5396,Kwon Soon Hyung,32,Korea Republic,70,70,152.4,3
5397,Errasti,30,Spain,70,70,152.4,3
5398,M. Camporese,26,Italy,70,71,182.88,3
5399,M. Al Buraik,25,Saudi Arabia,70,73,152.4,3
5400,J. de Wijs,23,Netherlands,70,74,182.88,3
5401,Murilo Freitas,22,Brazil,70,80,152.4,2
5402,W. Rémy,27,France,70,71,182.88,3
5403,C. Valenzuela,26,Chile,70,73,152.4,4
5404,F. Pizzini,24,Argentina,70,73,152.4,2
5405,A. Ignjovski,27,Serbia,70,70,152.4,4
5406,M. El-Munir,26,Libya,70,73,152.4,3
5407,R. Del Castillo,22,France,70,77,152.4,3
5408,M. Diaby,18,France,70,85,152.4,2
5409,G. Garza,26,United States,70,71,152.4,2
