,Name,Age,Club,Overall,Potential,Height,Nationality
2101,D. Sakho,28,Bursaspor,74,74,1.8288,Senegal
2102,E. Velázquez,24,Rayo Vallecano,74,80,1.8542,Uruguay
2103,M. Waris,26,FC Nantes,74,74,1.7272,Ghana
2104,T. Matavž,29,Vitesse,74,74,1.8796,Slovenia
2105,Y. Khacheridi,30,PAOK,74,74,1.9812,Ukraine
2106,Y. Gerhardt,24,VfL Wolfsburg,74,80,1.8288,Germany
2107,K. Laifis,25,Standard de Liège,74,78,1.8542,Cyprus
2108,J. Hoilett,28,Cardiff City,74,74,1.7272,Canada
2109,Pascoal Muscato,26,Santos,74,74,1.778,Brazil
2110,J. Furch,28,Santos Laguna,74,74,1.8796,Argentina
2111,Fransérgio,27,SC Braga,74,74,1.8796,Brazil
2112,S. Gümüş,24,Galatasaray SK,74,78,1.778,Germany
2113,Anselmo,29,Al Wehda,74,74,1.8542,Brazil
2114,J. Silva,24,CD Leganés,74,79,1.8034,Argentina
2115,Manquillo,24,Newcastle United,74,78,1.778,Spain
2116,Daniel Candeias,30,Rangers FC,74,74,1.778,Portugal
2117,R. Rey,27,PAOK,74,77,1.905,Argentina
2118,U. Račić,20,Valencia CF,74,83,1.9304,Serbia
2119,André Sousa,27,Real Sporting de Gijón,74,74,1.8034,Portugal
2120,G. Ortíz,25,Club Atlético Colón,74,79,1.8288,Argentina
2121,A. Ademi,27,Dinamo Zagreb,74,76,1.8542,FYR Macedonia
2122,P. Roberts,21,Girona FC,74,82,1.7018,England
2123,Daniel Ayala,27,Middlesbrough,74,76,1.905,Spain
2124,M. Kempf,23,VfB Stuttgart,74,80,1.8542,Germany
2125,R. Khedira,24,FC Augsburg,74,77,1.8796,Germany
2126,M. Casco,30,River Plate,74,74,1.7018,Argentina
2127,Caio Milaçar,34,Ceará Sporting Club,74,74,1.7018,Brazil
2128,O. Norwood,27,Sheffield United,74,74,1.7526,Northern Ireland
2129,C. Träsch,30,FC Ingolstadt 04,74,74,1.8034,Germany
2130,C. Atsu,26,Newcastle United,74,75,1.651,Ghana
2131,A. Touré,22,AS Monaco,74,79,1.8288,Mali
2132,Eduardo,35,Vitesse,74,74,1.8796,Portugal
2133,M. Andújar,34,Estudiantes de La Plata,74,74,1.9304,Argentina
2134,K. Olsson,23,AIK,74,79,1.8034,Sweden
2135,E. Krafth,23,Amiens SC,74,78,1.8034,Sweden
2136,R. Jack,26,Rangers FC,74,78,1.8288,Scotland
2137,M. Luongo,25,Queens Park Rangers,74,77,1.7526,Australia
2138,L. Jara,27,Boca Juniors,74,75,1.8542,Argentina
2139,M. Andreolli,32,Cagliari,74,74,1.8796,Italy
2140,A. Chahechouhe,31,Fenerbahçe SK,74,74,1.7526,Morocco
2141,I. Kutepov,24,Spartak Moscow,74,80,1.9304,Russia
2142,J. Pivarić,29,Dynamo Kyiv,74,74,1.7526,Croatia
2143,E. Goldaniga,24,Frosinone,74,76,1.8796,Italy
2144,Elias Fontoira,34,Internacional,74,74,1.8542,Brazil
2145,E. Saric,27,Suwon Samsung Bluewings,74,74,1.8034,Bosnia Herzegovina
2146,S. Al Faraj,28,Al Hilal,74,74,1.8034,Saudi Arabia
2147,L. Crisetig,25,Frosinone,74,77,1.8288,Italy
2148,A. Pritchard,25,Huddersfield Town,74,78,1.7018,England
2149,D. Calvert-Lewin,21,Everton,74,83,1.8796,England
2150,T. Koopmeiners,20,AZ Alkmaar,74,83,1.8288,Netherlands
2151,Joselu,28,Newcastle United,74,74,1.9304,Spain
2152,G. Svensson,31,Seattle Sounders FC,74,74,1.8288,Sweden
2153,Enaldo Praz,30,Grêmio,74,74,1.778,Brazil
2154,L. Griffiths,27,Celtic,74,74,1.7526,Scotland
2155,W. Katsande,32,Kaizer Chiefs,74,74,1.778,Zimbabwe
2156,S. Kırıntılı,33,Atiker Konyaspor,74,74,1.8542,Turkey
2157,E. Crivelli,23,Stade Malherbe Caen,74,80,1.8288,France
2158,Jairo,24,Hamburger SV,74,77,1.7272,Spain
2159,R. Bazoer,21,FC Porto,74,82,1.8288,Netherlands
2160,G. Cunningham,27,Cardiff City,74,75,1.8288,Republic of Ireland
2161,C. Berra,33,Heart of Midlothian,74,74,1.905,Scotland
2162,A. Beck,31,VfB Stuttgart,74,74,1.8034,Germany
2163,K. Roofe,25,Leeds United,74,76,1.778,England
2164,G. Imbula,25,Rayo Vallecano,74,77,1.8542,France
2165,D. Royer,28,New York Red Bulls,74,74,1.778,Austria
2166,C. Njie,24,Olympique de Marseille,74,77,1.7526,Cameroon
2167,K. Lawrence,25,New York Red Bulls,74,77,1.778,Jamaica
2168,N. Sánchez,32,Monterrey,74,74,1.8796,Argentina
2169,N. Benezet,27,En Avant de Guingamp,74,74,1.7018,France
2170,O. Şahan,31,Trabzonspor,74,74,1.778,Turkey
2171,M. Besler,31,Sporting Kansas City,74,74,1.8288,United States
2172,D. Falcinelli,27,Bologna,74,75,1.8542,Italy
2173,L. Moore,25,Reading,74,78,1.8542,England
2174,A. Aguilar,33,FC Dallas,74,74,1.8542,Colombia
2175,Dani Raba,22,Villarreal CF,74,81,1.8288,Spain
2176,B. Poulain,30,Club Brugge KV,74,74,1.8796,France
2177,Y. Nagatomo,31,Galatasaray SK,74,74,1.7018,Japan
2178,Raúl Fernández,30,UD Las Palmas,74,74,1.9558,Spain
2179,Alberto,33,Rayo Vallecano,74,74,1.8288,Spain
2180,J. Obi,27,Chievo Verona,74,75,1.7526,Nigeria
2181,C. Hourihane,27,Aston Villa,74,74,1.8034,Republic of Ireland
2182,B. Kuwas,25,Heracles Almelo,74,75,1.8034,Curacao
2183,Jailson Caeiro,26,Botafogo,74,74,1.778,Brazil
2184,D. Chará,32,Portland Timbers,74,74,1.7272,Colombia
2185,T. Mykhalyk,34,Lokomotiv Moscow,74,74,1.8288,Ukraine
2186,M. Bešić,25,Middlesbrough,74,79,1.8034,Bosnia Herzegovina
2187,Alexis,32,Al Ahli,74,74,1.8288,Spain
2188,E. Puch,31,Querétaro,74,74,1.6764,Chile
2189,Kel Perinho,34,Chapecoense,74,74,1.9304,Brazil
2190,C. Coady,25,Wolverhampton Wanderers,74,77,1.8542,England
2191,M. Estigarribia,30,Club Atlético Colón,74,74,1.8034,Paraguay
2192,E. Sviatchenko,26,FC Midtjylland,74,77,1.8288,Denmark
2193,R. Ortiz,28,,74,75,1.7526,Paraguay
2194,Hugo Goiteira,26,Ceará Sporting Club,74,74,1.905,Brazil
2195,L. Dimata,20,RSC Anderlecht,74,82,1.8288,Belgium
2196,André Horta,21,Los Angeles FC,74,82,1.7526,Portugal
2197,Fábio Melitinho,34,Fluminense,74,74,1.7018,Brazil
2198,R. Quaison,24,1. FSV Mainz 05,74,78,1.8288,Sweden
2199,Luiz Felipe,21,Lazio,74,83,1.8796,Brazil
2200,T. Sippel,30,Borussia Mönchengladbach,74,74,1.8288,Germany
2201,B. Nuytinck,28,Udinese,74,76,1.905,Netherlands
2202,J. Buffarini,29,Boca Juniors,74,74,1.7018,Argentina
2203,A. Wakaso,26,Vitória Guimarães,74,76,1.8034,Ghana
2204,N. Silva,28,Club Atlético Banfield,74,74,1.6256,Argentina
2205,Castro,30,Göztepe SK,74,74,1.8034,Portugal
2206,M. Hedges,28,FC Dallas,74,74,1.9304,United States
2207,João Pereira,34,Trabzonspor,74,74,1.7272,Portugal
2208,Insua,24,SD Huesca,74,78,1.8796,Spain
2209,Róber,23,Levante UD,74,82,1.8288,Spain
2210,Osvaldo Lodeiro,30,América FC (Minas Gerais),74,74,1.8542,Brazil
2211,Míchel,29,Real Valladolid CF,74,74,1.8288,Spain
2212,N. Maupay,21,Brentford,74,80,1.7018,France
2213,J. Rodríguez,24,Santos Laguna,74,79,1.778,Uruguay
2214,E. Mor,20,RC Celta,74,83,1.7018,Turkey
2215,Lato,20,Valencia CF,74,83,1.7018,Spain
2216,Fernandão,31,Al Wehda,74,74,1.9304,Brazil
2217,O. Martínez,32,Santos Laguna,74,74,1.651,Paraguay
2218,Suk Hyun Jun,27,Stade de Reims,74,75,1.905,Korea Republic
2219,N. Maksimović,23,Getafe CF,74,81,1.8288,Serbia
2220,J. Kembo-Ekoko,30,Bursaspor,74,74,1.778,DR Congo
2221,S. Anđelković,32,Venezia FC,74,74,1.8542,Slovenia
2222,A. Katai,27,Chicago Fire,74,74,1.8288,Serbia
2223,Fabiano Sonta,26,Fluminense,74,74,1.8034,Brazil
2224,A. Ioniţă,27,Cagliari,74,74,1.8288,Moldova
2225,Seoane,35,CD Lugo,74,74,1.778,Spain
2226,C. Pizarro,39,SV Werder Bremen,74,74,1.8288,Peru
2227,Ivo,31,Henan Jianye FC,74,74,1.8288,Brazil
2228,L. Sané,31,Orlando City SC,74,74,1.905,Senegal
2229,Iñigo Pérez,30,CA Osasuna,74,74,1.778,Spain
2230,D. Kreilach,29,Real Salt Lake,74,74,1.8542,Croatia
2231,T. Fosu-Mensah,20,Fulham,74,84,1.8542,Netherlands
2232,S. Grandsir,21,AS Monaco,74,85,1.6764,France
2233,B. van Leer,26,NAC Breda,74,76,1.8796,Netherlands
2234,Diogo Leite,19,FC Porto,74,87,1.8796,Portugal
2235,Davidson,27,Vitória Guimarães,74,74,1.778,Brazil
2236,Dídac Vilà,29,RCD Espanyol,74,74,1.8542,Spain
2237,A. Ciciretti,24,Parma,74,78,1.7018,Italy
2238,Jorge,22,FC Porto,74,80,1.8288,Brazil
2239,E. Didot,34,En Avant de Guingamp,74,74,1.7526,France
2240,Marlon Nideiro,34,Grêmio,74,74,1.7018,Brazil
2241,B. Bereszyński,25,Sampdoria,74,77,1.8288,Poland
2242,A. Hassan,25,Olympiacos CFP,74,78,1.905,Egypt
2243,Jacson Zonta,34,Vitória,74,74,1.8034,Brazil
2244,R. Fanni,36,Montreal Impact,74,74,1.8542,France
2245,A. Diamanti,35,Livorno,74,74,1.8034,Italy
2246,E. Cardona,25,Boca Juniors,74,75,1.8542,Colombia
2247,S. Prcić,24,Levante UD,74,78,1.8034,Bosnia Herzegovina
2248,Leo Caldeirinha,34,Vitória,74,74,1.7526,Brazil
2249,T. Sainsbury,26,PSV,74,77,1.8288,Australia
2250,Edgar Ié,24,LOSC Lille,74,81,1.778,Portugal
2251,Alvildo Sousa,34,Sport Club do Recife,74,74,1.8288,Brazil
2252,F. Đuričić,26,Sassuolo,74,76,1.8034,Serbia
2253,J. Boëtius,24,1. FSV Mainz 05,74,78,1.778,Netherlands
2254,F. Mubele,24,Toulouse Football Club,74,78,1.7272,DR Congo
2255,A. Chávez,27,Club Atlético Huracán,74,75,1.8288,Argentina
2256,V. Kovalenko,22,Shakhtar Donetsk,74,82,1.8288,Ukraine
2257,Y. Kaboul,32,Watford,74,74,1.9304,France
2258,R. Meggiorini,32,Chievo Verona,74,74,1.8288,Italy
2259,B. Sagna,35,Montreal Impact,74,74,1.7526,France
2260,Kahraba,24,,74,79,1.8288,Egypt
2261,Rafael Vaz,29,Universidad de Chile,74,74,1.8542,Brazil
2262,Robson Denho,26,Sport Club do Recife,74,74,1.8034,Brazil
2263,Renatinho,29,Guangzhou R&F; FC,74,74,1.6764,Brazil
2264,J. Toljan,23,Borussia Dortmund,74,78,1.8288,Germany
2265,Claudiano Sobrino,34,Chapecoense,74,74,1.778,Brazil
2266,S. M'Bia,32,Toulouse Football Club,74,74,1.8796,Cameroon
2267,Hélton Celanova,26,Internacional,74,74,1.8034,Brazil
2268,S. Sosa,31,Monarcas Morelia,74,74,1.8288,Uruguay
2269,Erick Gameira,26,Atlético Paranaense,74,74,1.8034,Brazil
2270,Pol Lirola,20,Sassuolo,74,80,1.8288,Spain
2271,M. Jajalo,30,Palermo,74,74,1.8288,Bosnia Herzegovina
2272,H. Mukhtar,23,Brøndby IF,74,81,1.7272,Germany
2273,William,23,VfL Wolfsburg,74,79,1.7018,Brazil
2274,G. Bong,30,Brighton & Hove Albion,74,74,1.8796,Cameroon
2275,N. Hult,28,AEK Athens,74,74,1.7272,Sweden
2276,J. Geis,24,FC Schalke 04,74,77,1.8034,Germany
2277,L. Cavallini,25,Puebla FC,74,77,1.8288,Canada
2278,P. Verhaegh,34,VfL Wolfsburg,74,74,1.778,Netherlands
2279,Jadson Vidigal,26,Grêmio,74,74,1.7526,Brazil
2280,Álvaro Jiménez,23,Real Sporting de Gijón,74,81,1.7526,Spain
2281,O. Vranješ,28,RSC Anderlecht,74,75,1.8288,Bosnia Herzegovina
2282,M. Bauer,26,Stoke City,74,77,1.8034,Austria
2283,O. Kayode,25,Shakhtar Donetsk,74,78,1.7526,Nigeria
2284,I. Nestorovski,28,Palermo,74,74,1.8288,FYR Macedonia
2285,F. Castillo,26,Club Tijuana,74,75,1.7272,Colombia
2286,Bruno Varela,23,SL Benfica,74,79,1.905,Portugal
2287,L. Narsingh,27,Swansea City,74,74,1.778,Netherlands
2288,K. Djidji,25,Torino,74,76,1.8288,Ivory Coast
2289,L. Robles,34,New York Red Bulls,74,74,1.8542,United States
2290,A. Erokhin,28,,74,74,1.9558,Russia
2291,G. Shinnie,26,Aberdeen,74,75,1.7526,Scotland
2292,L. Rizzo,26,Foggia,74,75,1.8542,Italy
2293,I. Konaté,19,RB Leipzig,74,84,1.9304,France
2294,B. Ecuélé Manga,29,Cardiff City,74,74,1.8542,Gabon
2295,J. Córdoba,25,1. FC Köln,74,78,1.8796,Colombia
2296,Edvaldisco,26,Botafogo,74,74,1.8288,Brazil
2297,G. Sakai,27,Hamburger SV,74,74,1.7526,Japan
2298,A. González,23,Monterrey,74,80,1.7272,Mexico
2299,R. Rosales,29,RCD Espanyol,74,74,1.7526,Venezuela
2300,J. Dueñas,29,Tigres U.A.N.L.,74,74,1.7526,Mexico
2301,N. De Préville,27,FC Girondins de Bordeaux,74,74,1.778,France
2302,Diogo Figueiras,27,SC Braga,74,75,1.6764,Portugal
2303,A. El Ghazi,23,Aston Villa,74,80,1.8796,Netherlands
2304,P. Aguilar,32,Club América,74,74,1.8034,Mexico
2305,K. Dolly,25,Montpellier HSC,74,77,1.7018,South Africa
2306,F. Mora,24,U.N.A.M.,74,78,1.7526,Chile
2307,P. Barrientos,33,Deportivo Toluca,74,74,1.7526,Argentina
2308,H. Rodallega,32,Trabzonspor,74,74,1.8034,Colombia
2309,A. Epureanu,31,Medipol Başakşehir FK,74,74,1.8796,Moldova
2310,M. Caraglio,29,Cruz Azul,74,74,1.8796,Argentina
2311,S. Lung,29,Kayserispor,74,76,1.8796,Romania
2312,Maurício,26,Urawa Red Diamonds,74,76,1.8288,Brazil
2313,A. Boruc,38,Bournemouth,74,74,1.9304,Poland
2314,C. Gordon,35,Celtic,74,74,1.9304,Scotland
2315,F. Santander,27,Bologna,74,75,1.8796,Paraguay
2316,A. Ramírez,37,Atlético Nacional,74,74,1.7526,Colombia
2317,M. Cabrera,32,Deportivo Cali,74,74,1.778,Uruguay
2318,B. Valdez,25,Club América,74,77,1.8288,Paraguay
2319,Pozo,22,Rayo Vallecano,74,81,1.7018,Spain
2320,Bruno Gaspar,25,Sporting CP,74,78,1.8034,Portugal
2321,N. Rigoni,27,Chievo Verona,74,74,1.8796,Italy
2322,I. Kahveci,22,Medipol Başakşehir FK,74,78,1.7526,Turkey
2323,Sebas Couteira,30,Atlético Paranaense,74,74,1.778,Brazil
2324,Walace,23,Hannover 96,74,80,1.8796,Brazil
2325,R. Shawcross,30,Stoke City,74,74,1.905,England
2326,David Simão,28,Boavista FC,74,74,1.8288,Portugal
2327,C. Rius,29,Defensa y Justicia,74,74,1.7018,Argentina
2328,B. Martins Indi,26,Stoke City,74,77,1.8542,Netherlands
2329,P. Rosario,21,PSV,74,82,1.8796,Netherlands
2330,Álvaro García,25,Rayo Vallecano,74,75,1.6764,Spain
2331,Kauã Abranches,34,Paraná,74,74,1.778,Brazil
2332,A. Gyan,32,Kayserispor,74,74,1.8034,Ghana
2333,D. Simpson,31,Leicester City,74,74,1.7526,England
2334,H. Seferović,26,SL Benfica,74,76,1.8796,Switzerland
2335,R. Sobhi,21,Huddersfield Town,74,79,1.8288,Egypt
2336,P. Gazzaniga,26,Tottenham Hotspur,74,78,1.9558,Argentina
2337,F. Mussis,26,San Lorenzo de Almagro,74,75,1.7526,Argentina
2338,A. Masina,24,Watford,74,79,1.905,Italy
2339,J. Błaszczykowski,32,VfL Wolfsburg,74,74,1.7526,Poland
2340,J. Beausejour,34,Universidad de Chile,74,74,1.778,Chile
2341,J. Livermore,28,West Bromwich Albion,74,74,1.8034,England
2342,D. Kourmpelis,24,Panathinaikos FC,74,79,1.8288,Greece
2343,Nicolás Formido,30,Internacional,74,74,1.8288,Brazil
2344,J. Aidoo,22,KRC Genk,74,81,1.778,Ghana
2345,Melendo,20,RCD Espanyol,74,82,1.6764,Spain
2346,E. Pieters,29,Stoke City,74,74,1.8288,Netherlands
2347,Luisinho,33,SD Huesca,74,74,1.7018,Portugal
2348,A. Semenov,29,,74,75,1.905,Russia
2349,Ramalho,25,Girona FC,74,78,1.8034,Spain
2350,Kévin Rodrigues,24,Real Sociedad,74,79,1.7018,Portugal
2351,K. Piątek,23,Genoa,74,80,1.8288,Poland
2352,R. Vlaar,33,AZ Alkmaar,74,74,1.8796,Netherlands
2353,R. van Wolfswinkel,29,FC Basel 1893,74,74,1.8542,Netherlands
2354,Ilie Sánchez,27,Sporting Kansas City,74,75,1.8034,Spain
2355,Ewerton,29,1. FC Nürnberg,74,74,1.8796,Brazil
2356,A. Chumacero,27,Puebla FC,74,75,1.651,Bolivia
2357,Dani Pacheco,27,Málaga CF,74,74,1.6764,Spain
2358,L. Rodríguez,33,Atlético Tucumán,74,74,1.6764,Argentina
2359,A. Jahović,31,Atiker Konyaspor,74,74,1.905,FYR Macedonia
2360,M. Britos,32,Watford,74,74,1.905,Uruguay
2361,M. Rits,24,Club Brugge KV,74,78,1.778,Belgium
2362,S. Deli,26,SK Slavia Praha,74,76,1.9304,Ivory Coast
2363,H. Traoré,26,Stade Rennais FC,74,76,1.7526,Mali
2364,P. Aguedar,30,,74,74,1.8288,Paraguay
2365,Crespo,31,PAOK,74,74,1.8542,Spain
2366,Rafael,28,Sampdoria,74,77,1.8542,Brazil
2367,Bigas,27,SD Eibar,74,75,1.8034,Spain
2368,L. Öztunalı,22,1. FSV Mainz 05,74,80,1.8288,Germany
2369,M. Jojić,26,Medipol Başakşehir FK,74,76,1.778,Serbia
2370,Vitor Bueno,23,Dynamo Kyiv,74,81,1.8288,Brazil
2371,G. Til,20,AZ Alkmaar,74,80,1.8288,Netherlands
2372,I. Pussetto,22,Udinese,74,82,1.8034,Argentina
2373,A. Ajeti,21,FC Basel 1893,74,81,1.8288,Switzerland
2374,Luiz Araújo,22,LOSC Lille,74,83,1.7526,Brazil
2375,A. Besedin,22,Dynamo Kyiv,74,80,1.8542,Ukraine
2376,T. Didillon,22,RSC Anderlecht,74,81,1.8796,France
2377,Arana,21,Sevilla FC,74,82,1.7526,Brazil
2378,Zainadine,30,Clube Sport Marítimo,74,74,1.778,Mozambique
2379,K. Théophile-Catherine,28,Dinamo Zagreb,74,75,1.8288,France
2380,A. Gianniotis,25,Olympiacos CFP,74,78,1.9304,Greece
2381,Bruno Saltor,37,Brighton & Hove Albion,74,74,1.8034,Spain
2382,M. Stendera,22,Eintracht Frankfurt,74,79,1.7272,Germany
2383,S. Kalu,20,FC Girondins de Bordeaux,74,85,1.7526,Nigeria
2384,Juan Cala,28,UD Las Palmas,74,74,1.8542,Spain
2385,J. Tavernier,26,Rangers FC,74,75,1.8288,England
2386,W. McKennie,19,FC Schalke 04,74,86,1.8542,United States
2387,W. Tesillo,28,Club León,74,74,1.8288,Colombia
2388,A. Mariappa,31,Watford,74,74,1.8034,Jamaica
2389,S. Morrison,27,Cardiff City,74,76,1.9304,England
2390,J. Brenet,24,TSG 1899 Hoffenheim,74,77,1.8034,Netherlands
2391,B. Dack,24,Blackburn Rovers,74,78,1.7526,England
2392,Y. Kubo,24,1. FC Nürnberg,74,78,1.778,Japan
2393,T. Pukki,28,Norwich City,74,74,1.8034,Finland
2394,William,26,GD Chaves,74,75,1.8288,Brazil
2395,L. Melgarejo,27,Spartak Moscow,74,74,1.778,Paraguay
2396,J. Jones,26,SV Darmstadt 98,74,74,1.8034,Trinidad & Tobago
2397,I. Sosa,31,Tigres U.A.N.L.,74,74,1.778,Argentina
2398,M. Ekici,28,Fenerbahçe SK,74,74,1.8034,Turkey
2399,A. Nyom,30,CD Leganés,74,74,1.8796,Cameroon
2400,K. Konaté,26,,74,74,1.778,Ivory Coast
2401,F. Đorđević,30,Chievo Verona,74,74,1.8542,Serbia
2402,E. Room,29,PSV,74,75,1.8796,Curacao
2403,T. Usami,26,Fortuna Düsseldorf,74,75,1.778,Japan
2404,Ruben Lima,28,Moreirense FC,74,74,1.778,Portugal
2405,Fábio Espinho,32,Boavista FC,74,74,1.7018,Portugal
2406,L. Marković,24,Liverpool,74,77,1.7526,Serbia
2407,J. Barrera,22,Junior FC,74,82,1.7018,Colombia
2408,R. Mora,30,River Plate,74,74,1.7018,Uruguay
2409,D. Lazović,27,Genoa,74,74,1.8034,Serbia
2410,M. Burda,23,Dynamo Kyiv,74,81,1.8796,Ukraine
2411,Tana,27,UD Las Palmas,74,74,1.7018,Spain
2412,A. Miranchuk,22,Lokomotiv Moscow,74,81,1.8288,Russia
2413,L. Grabban,30,Nottingham Forest,74,74,1.8288,England
2414,I. Koné,30,,74,74,1.8288,Ivory Coast
2415,J. Hušbauer,28,SK Slavia Praha,74,74,1.8288,Czech Republic
2416,A. Soumaoro,26,LOSC Lille,74,79,1.8796,France
2417,Patric,30,Sanfrecce Hiroshima,74,74,1.8796,Brazil
2418,P. Diamanka,28,CD Numancia,74,74,1.8288,Senegal
2419,A. Pulido,27,Guadalajara,74,75,1.778,Mexico
2420,Roger Guedes,21,Shandong Luneng TaiShan FC,74,81,1.8288,Brazil
2421,D. N'Doye,33,FC København,74,74,1.8542,Senegal
2422,S. Johansen,27,Fulham,74,75,1.8288,Norway
2423,I. Afellay,32,Stoke City,74,74,1.8034,Netherlands
2424,A. Zambo Anguissa,22,Fulham,74,82,1.8288,Cameroon
2425,N. Lombaerts,33,KV Oostende,74,74,1.8796,Belgium
2426,C. Chambers,23,Fulham,74,80,1.8288,England
2427,I. Sangaré,20,Toulouse Football Club,74,85,1.905,Ivory Coast
2428,A. Sulu,32,SV Darmstadt 98,74,74,1.8288,Turkey
2429,M. Pucciarelli,27,Chievo Verona,74,75,1.7526,Italy
2430,R. Saïss,28,Wolverhampton Wanderers,74,74,1.905,Morocco
2431,J. Haberer,24,SC Freiburg,74,78,1.8542,Germany
2432,E. Dennis,20,Club Brugge KV,74,85,1.7526,Nigeria
2433,J. Kana-Biyik,28,Kayserispor,74,75,1.8288,Cameroon
2434,V. Barkas,24,AEK Athens,74,77,1.9558,Greece
2435,K. Johnsson,28,En Avant de Guingamp,74,74,1.8796,Sweden
2436,S. Floccari,36,SPAL,74,74,1.8034,Italy
2437,S. Prödl,31,Watford,74,74,1.9558,Austria
2438,V. Laurini,29,Fiorentina,74,74,1.7272,France
2439,A. Eschenko,34,Spartak Moscow,74,74,1.7526,Russia
2440,S. Okaka,28,Watford,74,74,1.8542,Italy
2441,J. Kodjia,28,Aston Villa,74,74,1.8796,Ivory Coast
2442,A. Oyongo,27,Montpellier HSC,74,75,1.7526,Cameroon
2443,S. Bolat,29,Royal Antwerp FC,74,75,1.8542,Turkey
2444,A. Mitriţă,23,,74,80,1.7018,Romania
2445,A. Behich,27,PSV,74,75,1.7018,Australia
2446,O. Tannane,24,FC Utrecht,74,78,1.778,Morocco
2447,F. Haroun,32,Royal Antwerp FC,74,74,1.8796,Belgium
2448,D. Gosling,28,Bournemouth,74,74,1.8288,England
2449,Pedro Santos,30,Columbus Crew SC,74,74,1.7272,Portugal
2450,J. Larsen,19,Borussia Dortmund,74,85,1.8288,Denmark
2451,F. Bastians,30,Tianjin TEDA FC,74,74,1.8796,Germany
2452,J. Ralls,24,Cardiff City,74,79,1.778,England
2453,S. Vilakazi,28,,74,74,1.7018,South Africa
2454,Victorino Magela,30,Bahia,74,74,1.8796,Brazil
2455,Marc Navarro,22,Watford,74,81,1.8796,Spain
2456,K. Kamara,33,Vancouver Whitecaps FC,74,74,1.8796,Sierra Leone
2457,Dória,23,Santos Laguna,74,78,1.8796,Brazil
2458,S. Serdar,21,FC Schalke 04,74,82,1.8288,Germany
2459,O. Tufan,23,Fenerbahçe SK,74,79,1.778,Turkey
2460,Pedro Rebocho,23,En Avant de Guingamp,74,82,1.7018,Portugal
2461,I. Strinić,30,Milan,74,74,1.8542,Croatia
2462,S. Grytebust,28,Odense Boldklub,74,75,1.8542,Norway
2463,W. Hahn,26,SC Heerenveen,74,78,1.905,Netherlands
2464,Adrianiscito,26,Grêmio,74,74,1.9304,Brazil
2465,L. Fernández,27,Independiente,74,75,1.7526,Argentina
2466,A. Lozano,25,Girona FC,74,79,1.8542,Honduras
2467,M. Tisserand,25,VfL Wolfsburg,74,79,1.905,DR Congo
2468,M. Ruben,31,Rosario Central,74,74,1.778,Argentina
2469,T. Abraham,20,Aston Villa,74,85,1.905,England
2470,R. Neustädter,30,Fenerbahçe SK,74,74,1.8796,Russia
2471,Bebé,27,Rayo Vallecano,74,74,1.905,Portugal
2472,M. Vydra,26,Burnley,74,76,1.7526,Czech Republic
2473,J. Leca,32,Racing Club de Lens,74,74,1.8034,France
2474,Carmona,30,Real Sporting de Gijón,74,74,1.778,Spain
2475,C. Lema,28,SL Benfica,74,74,1.905,Argentina
2476,Dentinho,29,Shakhtar Donetsk,74,74,1.7526,Brazil
2477,L. Villafañez,26,Alanyaspor,74,74,1.7018,Argentina
2478,D. Brasanac,26,Deportivo Alavés,74,77,1.778,Serbia
2479,S. Kljestan,32,Orlando City SC,74,74,1.8542,United States
2480,W. Morelo,31,Independiente Santa Fe,74,74,1.7272,Colombia
2481,M. Diop,30,Beijing Renhe FC,74,74,1.8796,Senegal
2482,C. Benavente,24,Sporting de Charleroi,74,78,1.7272,Peru
2483,A. del Valle,29,Millonarios FC,74,74,1.7526,Colombia
2484,R. Ibarra,27,Club América,74,74,1.7526,Ecuador
2485,J. Musso,24,Udinese,74,80,1.905,Argentina
2486,Padilhisco,26,Bahia,74,74,1.8288,Brazil
2487,F. Forestieri,28,Sheffield Wednesday,74,74,1.7272,Italy
2488,A. Bedoya,31,Philadelphia Union,74,74,1.778,United States
2489,A. Romao,34,Stade de Reims,74,74,1.8034,Togo
2490,O. Gladkyi,30,Çaykur Rizespor,74,74,1.8796,Ukraine
2491,A. Hack,24,1. FSV Mainz 05,74,78,1.9304,Germany
2492,D. McCarty,31,Chicago Fire,74,74,1.7526,United States
2493,K. Adénon,32,Amiens SC,74,74,1.8034,Benin
2494,J. Plata,26,Real Salt Lake,74,74,1.5748,Ecuador
2495,J. Stephens,24,Southampton,74,80,1.8542,England
2496,M. Ødegaard,19,Vitesse,74,84,1.778,Norway
2497,Rúben Semedo,24,SD Huesca,74,80,1.8796,Portugal
2498,Sequeira,27,SC Braga,74,74,1.8288,Portugal
2499,I. Chochev,25,Palermo,74,77,1.8796,Bulgaria
2500,M. Gulde,27,SC Freiburg,74,75,1.8288,Germany
2501,Bruno César,29,Sporting CP,74,74,1.778,Brazil
2502,F. Jara,29,Pachuca,74,74,1.8034,Argentina
2503,Gabrìel,25,Perugia,74,78,1.9304,Brazil
2504,M. Bakalorz,28,Hannover 96,74,74,1.8034,Germany
2505,A. Rossi,22,Boca Juniors,74,82,1.9304,Argentina
2506,Álex Moreno,25,Rayo Vallecano,74,79,1.778,Spain
2507,F. Hadergjonaj,23,Huddersfield Town,74,80,1.8288,Switzerland
2508,O. Kucher,35,Kayserispor,74,74,1.8288,Ukraine
