,Name,Age,Club,OVA,POT,Height,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY
5230,Derik,26,CD Numancia,67,70,183,Spain,CB,69,43,58,62,65,72
5231,José Rodríguez,25,Málaga CF,70,74,180,Spain,CM,47,61,68,70,67,72
5232,C. Benavente,26,Peru,70,73,173,Peru,CAM,71,68,68,73,34,43
5233,G. Moreno,26,U.N.A.M.,63,66,178,Mexico,CDM,67,53,64,64,62,69
5234,Hélder Lopes,31,AEK Athens,72,72,178,Portugal,LB,73,58,69,68,69,69
5235,P. González,27,Puebla FC,71,71,173,Mexico,CM,56,66,71,68,64,71
5236,H. Kiyotake,30,Cerezo Osaka,71,71,173,Japan,LM,69,68,70,71,41,61
5237,G. Lovrencsics,31,Hungary,72,72,178,Hungary,RB,86,68,64,71,65,72
5238,J. Balk,23,St. Patrick's Athletic,61,68,193,Netherlands,CB,44,36,42,41,60,72
5239,T. Kędziora,26,Dynamo Kyiv,76,79,183,Poland,RB,77,45,66,64,74,74
5240,A. Al Mayoof,33,Al Hilal,70,70,188,Saudi Arabia,GK,69,68,70,70,47,70
5241,M. Majrashi,29,Al Fateh,60,60,180,Saudi Arabia,ST,66,57,47,61,24,73
5242,A. Kellett,24,Notts County,64,65,173,England,LM,82,49,60,70,50,59
5243,F. Malbašić,27,Cádiz CF,69,69,183,Serbia,ST,84,69,65,71,35,66
5245,M. Jahfali,29,Al Hilal,66,66,185,Saudi Arabia,CB,64,36,50,46,65,74
5246,M. Asiri,33,Al Ahli,64,64,185,Saudi Arabia,ST,53,66,55,63,23,64
5247,Garry Rodrigues,29,Fenerbahçe SK,76,76,173,Cape Verde,LM,83,71,71,77,43,70
5248,Jozabed,29,Málaga CF,70,70,180,Spain,CAM,57,69,69,70,57,64
5250,A. Maes,28,Beerschot AC,66,66,175,Belgium,CM,61,61,68,68,58,62
5251,M. Hefele,29,Nottingham Forest,68,68,193,Germany,CB,34,44,53,47,68,74
5252,T. Pledl,26,Fortuna Düsseldorf,70,71,175,Germany,RM,76,59,69,74,49,57
5253,R. Ofosu,28,FC Botoşani,68,68,175,Germany,LM,86,66,62,67,38,63
5254,Ricardo Pereira,26,Leicester City,85,87,175,Portugal,RB,83,66,79,82,81,76
5255,L. Angol,25,Leyton Orient,61,64,188,England,RM,81,60,55,61,30,67
5257,Ederson,26,Manchester City,88,91,188,Brazil,GK,86,82,93,88,63,86
5258,Renato Santos,28,Málaga CF,69,69,175,Portugal,RM,76,67,64,71,48,58
5259,A. Hassan,27,Olympiacos CFP,71,72,190,Egypt,ST,57,73,52,65,29,74
5260,M. Duffy,25,Dundalk,70,71,178,Republic of Ireland,LM,80,62,65,70,44,68
5261,S. Rakowitz,30,TSV Hartberg,65,65,173,Austria,RW,76,64,61,69,46,47
5262,C. Pellerano,38,Independiente del Valle,75,75,183,Argentina,CDM,54,65,70,62,66,80
5263,Bruno Peres,30,Roma,77,77,178,Brazil,RB,88,64,69,77,70,71
5264,J. Córdoba,27,Hertha BSC,78,79,188,Colombia,ST,78,78,61,74,44,87
5265,H. Zuck,29,1. FC Kaiserslautern,65,65,175,Germany,LM,71,49,63,68,31,49
5266,T. Murg,25,SK Rapid Wien,72,74,175,Austria,CAM,80,69,68,74,40,62
5267,I. Azemi,25,Holstein Kiel,64,66,190,Kosovo,ST,54,61,51,57,27,64
5268,De Tomás,25,RCD Espanyol,78,80,180,Spain,ST,73,80,62,77,35,68
5269,I. Mbaye,25,Bologna,73,76,188,Senegal,RB,68,49,64,68,72,68
5270,R. Quioto,28,Montreal Impact,71,71,180,Honduras,LM,78,66,67,72,26,72
5271,J. Hofmann,27,Borussia Mönchengladbach,77,77,175,Germany,CAM,73,69,76,78,49,63
5272,A. Gianniotis,25,Olympiacos CFP,74,78,193,Greece,GK,77,70,65,77,40,70
5273,F. Falco,28,Lecce,72,72,170,Italy,CAM,79,67,69,77,29,56
5274,A. Addai,26,Cheltenham Town,58,61,170,England,ST,83,57,45,61,26,59
5275,A. Szymanowski,30,CD Leganés,75,75,175,Argentina,LM,79,69,72,76,40,58
5276,D. Iapichino,29,FC Sion,64,64,183,Switzerland,LB,73,50,56,63,59,58
5277,I. Lučić,24,FK Austria Wien,68,72,193,Austria,GK,70,61,61,73,40,67
5278,A. Brignoli,28,Empoli,73,75,188,Italy,GK,72,72,75,73,32,73
5279,Jonatan Lucca,26,Farense,70,73,183,Brazil,CM,55,65,69,68,64,78
5280,N. Lomb,26,Bayer 04 Leverkusen,68,72,185,Germany,GK,70,64,66,71,39,65
5281,R. Ghezzal,28,Leicester City,73,73,183,Algeria,RW,70,68,74,77,28,55
5282,J. Vigón,28,U.N.A.M.,70,70,175,Mexico,CDM,68,60,67,69,68,78
5283,João Teixeira,27,Feyenoord,75,76,178,Portugal,CAM,70,70,71,77,37,57
5284,D. Diamantakos,26,FC St. Pauli,69,70,183,Greece,ST,79,68,58,68,29,74
5285,C. Lykogiannis,26,Cagliari,67,69,190,Greece,LB,65,68,65,63,63,66
5286,R. Haps,27,Feyenoord,77,78,175,Netherlands,LB,89,60,66,77,71,72
5287,Rui Silva,26,Granada CF,79,83,190,Portugal,GK,78,74,75,84,30,80
5288,K. Peterson,25,Swansea City,70,73,185,Sweden,CAM,80,71,63,73,33,60
5289,B. Smith,26,Australia,66,69,178,Australia,LB,78,43,58,64,62,64
5290,R. McLaughlin,25,Rochdale,65,68,175,Northern Ireland,RM,78,50,59,66,59,66
5291,J. Ikoko,24,En Avant de Guingamp,72,77,178,DR Congo,RB,80,40,63,71,68,69
5292,S. Doukara,28,Ettifaq FC,71,71,185,France,ST,67,71,63,68,27,71
5293,P. Zieliński,26,Napoli,80,83,180,Poland,CAM,79,72,81,83,70,60
5294,L. MacLeod,26,Plymouth Argyle,67,70,175,Scotland,CM,59,60,68,66,61,63
5295,Otávio,25,FC Porto,80,83,173,Brazil,CAM,76,69,78,85,55,65
5296,A. Romagnoli,25,Milan,83,87,188,Italy,CB,70,40,56,69,85,78
5297,A. Rusnák,25,Real Salt Lake,75,78,175,Slovakia,CAM,71,75,75,75,45,61
5298,K. Kennedy,25,Port Vale,62,66,183,England,CB,68,24,44,54,60,68
5299,Fábio Nunes,27,Farense,68,68,185,Portugal,LM,76,61,65,71,55,67
5300,B. Addae,27,FC Hermannstadt,67,68,185,Ghana,CM,81,60,64,69,67,82
5301,F. Chafik,33,Dijon FCO,72,72,183,Morocco,RB,65,52,58,69,71,73
5302,F. Boulaya,27,FC Metz,72,72,178,Algeria,RW,73,65,69,78,25,52
5303,Fran Sol,28,Dynamo Kyiv,73,73,180,Spain,ST,68,74,56,67,34,68
5304,A. Touré,26,FC Nantes,75,78,188,France,CDM,45,58,61,62,74,78
5305,Jonny,26,Wolverhampton Wanderers,81,84,170,Spain,LWB,77,53,71,76,79,70
5306,D. Machís,27,Granada CF,78,78,175,Venezuela,LM,86,77,74,80,38,67
5307,I. Kutepov,26,Spartak Moscow,71,74,193,Russia,CB,35,47,55,46,73,72
5308,P. Erhardt,26,Türkgücü München,63,66,185,Austria,CB,46,42,53,61,62,75
5309,M. Prietl,28,DSC Arminia Bielefeld,74,74,188,Austria,CDM,65,51,62,67,72,79
5310,M. Kuster,26,Karlsruher SC,67,70,193,Austria,GK,66,69,62,67,30,66
5311,S. Piesinger,28,Randers FC,66,66,193,Austria,CB,34,55,53,55,64,78
5312,A. Kuen,25,SK Sturm Graz,67,69,175,Austria,CAM,66,63,66,69,60,68
5313,P. van Ooijen,28,KFC Uerdingen 05,65,65,180,Netherlands,RM,62,67,67,69,41,59
5314,L. Schaub,25,Austria,73,77,178,Austria,CAM,57,65,71,80,38,66
5315,A. Al Jebreen,30,Al Nassr,66,66,178,Saudi Arabia,CDM,57,66,65,64,63,69
5316,M. Schmerböck,26,Wolfsberger AC,66,68,180,Austria,ST,76,65,60,68,34,62
5317,F. Darwish,28,Al Taawoun,64,64,175,Saudi Arabia,RB,78,57,58,65,59,71
5318,T. Castella,27,FC Lausanne-Sport,65,69,185,Switzerland,GK,66,63,62,70,44,65
5319,J. Quintero,27,Colombia,79,80,168,Colombia,CAM,71,76,81,83,39,51
5320,João Cancelo,26,Manchester City,83,86,183,Portugal,RWB,86,65,79,83,77,70
5321,Edgar Ié,26,Trabzonspor,72,76,183,Portugal,CB,77,44,58,67,71,73
5322,S. Çikalleshi,29,Atiker Konyaspor,67,67,185,Albania,ST,68,69,55,59,32,68
5323,P. Paye,30,FC Sochaux-Montbéliard,68,68,170,France,RB,83,38,55,57,62,69
5324,João Schmidt,27,Nagoya Grampus,71,71,183,Brazil,CM,52,66,72,69,68,77
5325,R. Steffen,28,VfL Wolfsburg,78,78,170,Switzerland,RM,79,75,74,80,48,65
5326,L. Zuffi,30,FC Basel 1893,73,73,180,Switzerland,CM,65,71,79,71,71,70
5327,M. Migliorini,27,US Salernitana 1919,68,70,193,Italy,CB,41,28,37,37,68,75
5328,Miguel Rodrigues,26,Rio Ave FC,70,73,188,Portugal,CB,62,34,48,51,70,62
5329,Lucas João,26,Reading,71,72,193,Portugal,ST,69,70,55,70,26,73
5330,M. Stendera,24,FC Ingolstadt 04,71,76,173,Germany,CAM,44,70,72,75,57,65
5331,M. Lobantsev,22,Lokomotiv Moscow,67,76,188,Russia,GK,69,61,64,71,48,68
5332,S. Al Dawsari,28,Al Hilal,74,74,175,Saudi Arabia,LM,82,70,66,77,48,75
5333,Y. Al Shahrani,28,Al Hilal,74,74,170,Saudi Arabia,LB,86,58,68,70,68,64
5334,Samu Castillejo,25,Milan,79,80,183,Spain,CAM,81,73,78,82,43,52
5335,Jordi Quintillà,26,FC St. Gallen,74,77,178,Spain,CM,69,68,74,75,61,64
5336,K. Mbabu,25,VfL Wolfsburg,79,83,183,Switzerland,RB,89,51,69,73,74,81
5337,K. Hause,24,Aston Villa,72,78,190,England,CB,61,45,57,56,70,79
5338,J. Morias,24,St. Mirren,61,66,173,Jamaica,ST,74,61,43,64,28,76
5339,E. Marcondes,25,Brentford,68,72,183,Denmark,CAM,70,67,66,71,36,59
5340,A. Rømer,26,Randers FC,67,68,185,Denmark,CDM,65,47,62,64,64,77
5341,A. Hegazi,29,West Bromwich Albion,72,73,193,Egypt,CB,50,20,46,55,72,79
5342,L. Quintana,28,U.N.A.M.,69,70,180,Mexico,CB,49,42,53,63,69,76
5343,M. Halstenberg,28,RB Leipzig,82,82,188,Germany,LB,66,66,73,72,81,80
5344,F. Vanzo,26,Politehnica Iaşi,64,67,180,Belgium,CAM,58,64,62,69,50,65
5345,Paulo Oliveira,28,SD Eibar,76,77,188,Portugal,CB,61,35,51,61,77,75
5346,J. Tchouatcha,25,USL Dunkerque,63,66,180,Cameroon,LB,76,26,49,58,58,67
5347,A. Trondsen,25,Trabzonspor,70,75,183,Norway,LM,77,68,70,71,66,73
5348,H. Aleesami,28,Norway,73,73,183,Norway,LB,76,57,68,70,67,72
5349,C. Nørgaard,26,Brentford,73,78,188,Denmark,CDM,57,58,68,68,73,72
5350,M. Steinmann,25,Wellington Phoenix,70,72,188,Germany,CDM,52,48,64,64,69,70
5351,M. Abusabaan,30,Al Taawoun,64,64,180,Saudi Arabia,CDM,66,55,61,65,59,73
5352,M. Al Khodary,25,Al Batin,60,62,175,Saudi Arabia,CM,58,50,59,59,55,58
5353,L. Đorđević,25,Lokomotiv Moscow,70,73,185,Montenegro,ST,78,68,62,70,32,60
5354,F. Holst,25,IF Elfsborg,68,70,175,Denmark,RM,82,54,64,66,61,66
5355,M. Kempf,25,VfB Stuttgart,74,78,185,Germany,CB,67,38,54,59,75,77
5356,Júlio Tavares,31,Al Faisaly,73,73,188,Cape Verde,ST,55,73,56,69,30,82
5357,N. Gießelmann,28,1. FC Union Berlin,71,71,183,Germany,LB,69,54,66,66,68,75
5358,C. Paterson,25,Cardiff City,70,74,188,Scotland,CB,70,66,61,62,68,83
5359,Emerson,25,Chelsea,79,82,175,Italy,LWB,81,63,70,79,75,64
5360,M. Hallberg,24,Hibernian,66,71,180,Sweden,CM,66,60,65,65,61,69
5361,Leandrinho,25,Vitória de Setúbal,67,70,178,Brazil,CAM,67,60,68,71,55,57
5362,Salva Ruíz,24,Deportivo de La Coruña,68,75,175,Spain,LB,72,30,62,61,66,68
5363,R. Pizarro,26,Inter Miami,76,79,175,Mexico,RM,81,70,74,79,65,74
5364,B. Hernández,25,Santos Laguna,64,67,173,Mexico,LB,66,33,51,58,62,60
5365,P. Drewes,27,VfL Bochum 1848,65,69,193,Germany,GK,68,63,60,62,29,64
5366,K. Skaanes,25,IK Start,63,65,175,Norway,RM,72,53,58,65,40,56
5367,A. Al Zaqan,29,Al Fateh,64,64,178,Saudi Arabia,RM,85,61,55,67,20,60
5368,A. Kamara,26,Randers FC,66,68,180,Sierra Leone,ST,77,64,47,64,25,80
5369,D. Accam,29,Nashville SC,69,69,175,Ghana,RW,88,66,61,73,44,60
5370,J. Nilsson,26,DSC Arminia Bielefeld,72,75,185,Sweden,CB,55,32,54,54,73,74
5371,M. Salem,34,Al Shabab,66,66,178,Saudi Arabia,CB,51,37,44,48,65,81
5372,J. Velázquez,29,Querétaro,73,74,183,Argentina,CB,63,43,49,53,75,78
5373,Douglas Santos,24,Hamburger SV,77,81,175,Brazil,LWB,80,60,70,76,73,62
5374,F. Gallegos,28,Atlético de San Luis,68,68,173,Chile,LM,77,62,67,72,59,62
5375,B. Engels,25,Aston Villa,74,79,193,Belgium,CB,58,44,61,55,74,75
5376,B. Verstraete,26,Royal Antwerp FC,72,76,175,Belgium,CDM,68,58,70,69,70,71
5377,R. Improta,26,Benevento,69,70,178,Italy,LM,81,59,62,73,22,47
5378,Ricardo Ferreira,27,Os Belenenses,69,72,190,Portugal,CB,51,32,46,47,72,63
5379,E. Hysaj,26,Napoli,78,81,183,Albania,RB,76,51,67,73,77,72
5380,José Mari,32,Cádiz CF,70,70,180,Spain,CDM,68,60,66,66,66,74
5381,G. Zhukov,25,Wisła Kraków,66,69,173,Kazakhstan,RM,73,57,66,71,51,69
5382,A. Struna,29,Houston Dynamo,69,69,188,Slovenia,CB,64,40,58,60,67,85
5383,R. Fiamozzi,27,Empoli,70,70,178,Italy,RB,84,49,62,65,63,78
5384,J. McGinn,25,Aston Villa,76,81,178,Scotland,CM,70,71,72,78,71,79
5385,M. Sanson,25,Olympique de Marseille,79,82,180,France,CM,73,75,79,78,72,78
5386,C. Mbemba,25,FC Porto,75,78,183,DR Congo,CB,71,53,55,64,75,73
5387,F. Rosso,30,Chacarita Juniors,65,65,185,Argentina,CB,43,32,35,38,66,74
5388,M. Fossati,27,AC Monza,68,68,180,Italy,CM,67,62,66,70,53,67
5389,M. Al Owais,28,Al Ahli,71,72,188,Saudi Arabia,GK,71,72,67,70,47,71
5390,A. Ateef,27,Al Hilal,70,71,178,Saudi Arabia,CM,41,46,72,66,67,62
5391,Carles Gil,27,New England Revolution,76,76,170,Spain,RM,65,69,78,77,39,60
5392,D. Berardi,25,Sassuolo,80,81,183,Italy,CAM,78,80,79,82,36,68
5393,N. Karelis,27,Brentford,70,70,173,Greece,ST,73,70,62,71,35,68
5394,P. De Blasis,31,SD Eibar,73,73,165,Argentina,RW,74,72,71,79,70,55
5395,E. Flores,26,DC United,69,71,170,Peru,CAM,75,67,65,75,37,57
5396,M. Bagnack,22,FC Admira Wacker Mödling,65,69,183,Cameroon,CB,73,33,47,50,65,65
5397,F. Ceccherini,28,Fiorentina,70,72,188,Italy,CB,49,16,34,50,71,72
5398,Manquillo,26,Newcastle United,76,79,178,Spain,RWB,73,44,63,73,74,66
5399,A. Barison,24,Pordenone,72,78,185,Italy,CB,65,42,51,53,72,69
5400,B. Osborn,25,Sheffield United,74,77,175,England,LWB,75,65,72,73,67,60
5401,K. Wallace,25,Burton Albion,63,68,185,England,LB,61,49,56,62,59,66
5402,Han Kook Young,30,Gangwon FC,70,70,183,Korea Republic,CDM,72,42,64,66,66,76
5403,Jang Hyeon Soo,28,Al Hilal,72,72,188,Korea Republic,CB,68,26,49,61,72,77
5404,M. Al Amri,28,Al Wehda,65,65,178,Saudi Arabia,LB,73,49,60,68,57,67
5405,D. Lenihan,26,Blackburn Rovers,72,76,188,Republic of Ireland,CB,67,46,55,58,73,74
5406,Paulinho B,28,AEK Athens,72,72,175,Portugal,RB,84,49,63,70,66,68
5407,D. Ubbink,27,Podbeskidzie Bielsko-Biała,60,61,180,Netherlands,CAM,66,54,58,63,42,56
5408,Rubén García,26,CA Osasuna,79,79,170,Spain,LM,78,76,79,80,38,57
5409,L. García,27,Deportivo Toluca,70,74,183,Mexico,GK,71,71,67,70,48,70
5410,De La Hoz,28,UD Almería,69,70,178,Spain,CDM,56,57,59,65,66,74
5411,O. Kayode,27,Sivasspor,72,73,175,Nigeria,ST,87,70,57,73,36,72
5412,L. Hägg Johansson,25,Kalmar FF,67,71,188,Sweden,GK,71,63,65,68,39,65
5413,Pablo Valcarce,27,SD Ponferradina,68,68,173,Spain,RM,75,64,63,70,51,66
5414,Elsinho,30,Shimizu S-Pulse,71,71,180,Brazil,RB,70,61,68,71,65,77
5415,A. Maxim,29,Gazişehir Gaziantep F.K.,72,72,178,Romania,CAM,69,67,71,78,32,54
5416,D. Del Fabro,24,Kilmarnock,67,71,188,Italy,CB,65,34,38,48,67,71
5417,K. Kodro,26,Athletic Club de Bilbao,68,69,190,Bosnia Herzegovina,ST,56,67,59,66,40,69
5418,C. McGregor,27,Celtic,77,78,175,Scotland,LWB,80,69,74,78,71,76
5419,N. Brock-Madsen,27,AC Horsens,63,64,190,Denmark,ST,60,60,48,57,36,75
5420,M. Fraser,26,St. Mirren,65,67,183,Scotland,RB,71,26,46,55,64,70
5421,B. Dack,26,Blackburn Rovers,74,76,173,England,CAM,76,72,71,76,53,75
5422,O. Nguette,25,FC Metz,75,76,183,Senegal,LW,85,67,67,77,40,62
5423,Rubén Blanco,24,RC Celta,76,82,188,Spain,GK,79,75,73,74,53,76
5424,Frederico Venâncio,27,Vitória Guimarães,75,78,185,Portugal,CB,61,33,51,54,76,69
5425,Fei Nanduo,27,Guangzhou Evergrande Taobao FC,75,75,175,China PR,RW,84,71,74,75,39,68
5426,P. Dybala,26,Juventus,88,89,178,Argentina,CAM,85,85,84,92,43,63
5427,D. Alli,24,Tottenham Hotspur,83,87,188,England,CAM,72,80,79,83,71,79
5428,Pedro Santos,32,Columbus Crew SC,74,74,173,Portugal,CAM,77,72,73,75,62,61
5429,P. Hurtado,29,Atiker Konyaspor,70,70,175,Peru,RW,78,68,70,72,44,54
5430,N. Al Subhi,30,Al Fayha,62,62,180,Saudi Arabia,CB,57,46,45,48,61,74
5431,J. Ironside,26,Cambridge United,60,61,183,England,ST,67,59,46,55,40,73
5432,V. Lazaro B,24,Borussia Mönchengladbach,79,83,180,Austria,RM,82,70,76,80,69,67
5433,T. O'Sullivan,22,Colchester United,58,65,175,Wales,CAM,68,48,55,59,46,59
5434,J. Whatmough,23,Portsmouth,66,75,190,England,CB,67,26,47,49,66,74
5435,S. Al Shehri,26,Al Hilal,66,69,183,Saudi Arabia,ST,63,66,45,62,23,70
5436,F. Sporkslede,25,RKC Waalwijk,63,65,178,Netherlands,CDM,66,51,59,63,62,66
5437,R. Kishna,25,ADO Den Haag,70,72,183,Netherlands,CAM,71,64,65,76,33,46
5438,A. Traustason,27,Malmö FF,71,71,183,Iceland,LM,81,67,66,70,56,70
5439,M. Rusike,30,Stabæk Fotball,64,64,180,Zimbabwe,RW,73,65,59,65,24,63
5440,L. Woudenberg,26,SC Heerenveen,67,69,185,Netherlands,LB,67,36,57,59,61,74
5441,D. John,25,Swansea City,70,74,178,Wales,LWB,87,54,63,72,62,63
5442,Caye Quintana,26,Málaga CF,68,71,180,Spain,ST,76,67,49,68,40,59
5443,D. Sweeney,26,Forest Green Rovers,58,63,190,England,CB,52,41,49,53,57,67
5444,M. Boyle B,27,Hibernian,68,68,178,Australia,RM,93,61,58,68,44,59
5445,M. Kopczyński,28,Warta Poznań,64,65,180,Poland,CDM,58,48,57,61,63,66
5446,R. Azeez,27,Granada CF,75,78,170,Nigeria,CDM,66,59,68,71,70,75
5447,E. Zidane,25,UD Almería,64,69,183,France,CAM,64,61,64,68,32,51
5448,L. Kassi,25,Stabæk Fotball,64,67,178,Ivory Coast,CAM,76,61,64,67,55,68
5449,C. Jean,24,Racing Club de Lens,71,74,170,France,RM,76,68,68,74,31,54
5450,J. Lopez,28,Paris FC,68,68,173,Algeria,LM,81,58,61,71,40,54
5451,Rubén Peña,28,Villarreal CF,80,80,170,Spain,RB,82,71,72,81,75,69
5452,Nono,29,CD Tenerife,69,69,170,Spain,LM,78,69,66,68,32,59
5453,M. Cebula,24,Raków Częstochowa,64,68,178,Poland,RM,80,56,61,66,53,63
5454,R. Rodríguez,32,River Plate Montevideo,67,67,183,Uruguay,CB,71,46,59,59,65,81
5455,N. Tagliafico,27,Ajax,84,84,173,Argentina,LB,82,56,73,76,82,79
5456,L. Magallán,26,Crotone,73,75,185,Argentina,CB,53,38,52,58,74,79
5457,A. Rojas,34,Central Córdoba,70,70,175,Argentina,CM,60,70,69,71,65,71
5458,R. Centurión,27,Vélez Sarsfield,77,77,175,Argentina,RW,91,70,69,84,40,67
5459,G. Fernández,28,Boca Juniors,74,74,178,Argentina,CAM,71,70,75,76,65,70
5460,E. Saveljich,29,Rayo Vallecano,68,69,188,Montenegro,CB,48,32,45,43,69,77
5461,C. Álvarez,27,Deportivo Pasto,64,64,175,Argentina,CAM,72,56,64,67,52,56
5462,M. Fofana,28,Yeni Malatyaspor,72,72,178,Ivory Coast,LM,90,65,62,77,26,57
5463,L. Domínguez,28,CD Everton de Viña del Mar,67,68,188,Chile,CB,43,32,49,54,66,68
5464,K. Roos,28,Derby County,68,71,196,Netherlands,GK,72,60,71,70,41,68
5465,A. Martial,24,Manchester United,84,88,183,France,ST,89,83,74,87,41,72
5466,G. Lapadula,30,Benevento,71,71,178,Italy,ST,72,70,57,73,24,61
5467,D. Terentyev B,24,Zenit St. Petersburg,68,73,180,Russia,RB,74,47,61,62,66,61
5468,Nico Hidalgo,27,Racing Santander,65,65,175,Spain,RM,76,60,61,68,50,60
5469,Israel Puerto,27,Śląsk Wrocław,67,69,188,Spain,CB,61,27,50,50,65,70
5470,D. Rugani,25,Juventus,80,83,190,Italy,CB,61,39,55,64,84,72
5471,M. Konaté,27,Amiens SC,71,71,183,Senegal,ST,75,69,55,71,23,65
5472,Pol García,25,Sint-Truidense VV,69,73,183,Spain,CB,61,32,66,61,69,67
5473,M. Goicoechea,32,Toulouse Football Club,70,70,185,Uruguay,GK,71,68,71,70,51,68
5474,A. Chumacero,29,Bolivia,71,71,165,Bolivia,CM,69,67,70,72,63,71
5475,R. Cardozo,30,Bolivia,70,70,170,Bolivia,LM,74,59,67,68,55,53
5476,G. Valverde,30,Bolivia,65,65,178,Bolivia,CB,61,27,52,59,66,71
5477,S. Dimitrievski,26,Rayo Vallecano,71,75,188,North Macedonia,GK,72,70,68,70,37,74
5478,L. Brănescu,25,Kilmarnock,67,72,193,Romania,GK,69,62,59,72,53,61
5479,M. Benassi,25,Hellas Verona,74,75,183,Italy,CM,61,70,73,76,70,73
5480,J. Fabri,26,La Berrichonne de Châteauroux,67,71,183,France,GK,66,67,62,68,52,66
5481,D. Cataldi,25,Lazio,73,76,180,Italy,CAM,66,71,76,73,68,64
5482,E. Hestad,25,Molde FK,72,75,183,Norway,LM,75,65,68,73,53,68
5483,Bruma,25,PSV,76,77,173,Portugal,LM,89,69,70,83,32,62
5484,J. Irvine,27,Australia,70,72,188,Australia,ST,59,69,65,68,68,78
5485,S. Boufal,26,Southampton,75,75,175,Morocco,LM,78,66,71,84,27,51
5486,I. Amadou,27,Sevilla FC,76,79,183,France,CDM,66,55,65,71,74,79
5487,J. Lowe,25,Swansea City,68,69,183,England,RW,90,62,58,72,34,59
5488,R. Durmisi,26,Lazio,74,77,168,Denmark,LWB,78,61,72,73,70,67
5489,P. Faragò,27,Cagliari,70,70,188,Italy,CM,63,57,70,69,65,66
5490,K. Linetty,25,Torino,74,78,175,Poland,CDM,67,63,71,75,72,69
5492,M. Alaa,29,Egypt,71,71,188,Egypt,CB,58,39,58,53,72,78
5493,M. Mohsen,31,Egypt,65,65,185,Egypt,ST,64,65,51,65,44,74
5494,M. Elneny,27,Arsenal,76,77,180,Egypt,CDM,55,63,72,70,73,74
5495,Luiz Phellype,26,Sporting CP,74,75,188,Brazil,ST,55,78,59,69,30,82
5496,C. Lavery,27,Walsall,63,64,180,Northern Ireland,ST,75,62,56,63,36,65
5497,D. Meleg,22,Kayserispor,66,71,175,Serbia,CAM,68,65,66,67,30,63
5498,K. Tapoko,26,Grenoble Foot 38,64,68,193,France,CB,52,57,54,61,61,76
5499,H. Quiñones,27,América de Cali,71,71,178,Colombia,LB,75,60,64,71,65,69
5500,L. Baker,25,Trabzonspor,70,75,183,England,CM,67,67,72,71,63,66
5501,J. Swift,25,Reading,74,78,183,England,CAM,63,68,75,76,60,61
5502,L. McCullough,25,Tranmere Rovers,62,65,188,Northern Ireland,CDM,47,40,55,55,61,66
5503,L. Hendrie B,25,Grimsby Town,64,66,178,England,RB,71,35,55,59,60,67
5504,R. James,26,Doncaster Rovers,69,71,170,England,LWB,77,50,58,67,64,62
5505,P. Gollini,25,Atalanta,79,83,193,Italy,GK,81,75,69,81,47,79
5506,A. Callens,28,New York City FC,70,72,185,Peru,CB,45,33,49,51,69,76
5507,Álex Gallar,28,FC Cartagena,71,71,175,Spain,RM,74,71,71,72,42,62
5508,M. O'Hara,24,Motherwell,64,69,183,Scotland,RM,72,58,62,65,63,73
5509,F. Barba,26,Benevento,72,75,185,Italy,CB,69,30,57,60,73,70
5510,Gilberto,27,SL Benfica,74,75,178,Brazil,RB,75,55,69,71,72,70
5511,André Gomes,26,Everton,79,80,188,Portugal,CM,58,69,78,77,70,76
5512,S. O'Neill,26,Seattle Sounders FC,64,67,188,United States,CB,60,51,57,60,61,70
5513,M. Dembélé,23,Olympique Lyonnais,81,85,183,France,ST,81,79,62,76,30,83
5514,A. Semenov,31,Russia,72,72,190,Russia,CB,53,40,57,59,73,74
5515,G. Leigh,24,Aberdeen,66,70,180,England,LB,78,46,53,64,63,69
5516,G. Evans,25,Derby County,68,72,183,England,CM,64,65,65,63,66,67
5517,M. Arteaga,26,Zamora FC,61,64,185,Venezuela,ST,53,60,49,64,28,61
5518,F. Loshaj,23,Cracovia,65,71,175,Kosovo,CM,62,57,63,68,53,64
5519,D. Starkl,26,FC Admira Wacker Mödling,62,64,175,Austria,ST,76,60,58,67,36,60
5520,R. Colclough,25,Scunthorpe United,64,67,183,England,RM,73,57,59,67,29,58
5521,D. Kądzior,28,SD Eibar,74,74,175,Poland,RM,75,70,74,73,46,66
5522,J. Blyth,26,Macclesfield Town,57,57,190,England,ST,50,57,44,52,34,67
5523,J. Radošević,26,Brøndby IF,68,71,180,Croatia,CDM,56,57,62,58,66,76
5524,T. Boyd,25,Beşiktaş JK,74,77,180,United States,CAM,85,73,66,77,18,65
5525,Gayà,25,Valencia CF,83,88,173,Spain,LWB,84,61,78,80,79,70
5527,M. Schnatterer,34,1. FC Heidenheim 1846,71,71,180,Germany,RM,68,74,73,70,35,61
5528,Pere Pons,27,Deportivo Alavés,75,76,178,Spain,CM,64,62,72,74,69,70
5530,L. Fenton B,27,Wellington Phoenix,63,64,175,New Zealand,RB,69,51,60,62,57,64
5531,T. Knipping,27,SG Dynamo Dresden,65,67,188,Germany,CB,48,31,42,49,64,75
5532,T. Thiele,28,Viktoria Köln,64,64,188,Germany,ST,79,62,52,62,22,66
5533,M. Flekken,27,SC Freiburg,75,77,193,Netherlands,GK,76,69,75,77,32,73
