,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
1028,N. Bendtner,31,FC København,70,70,193,185,Denmark,ST,63,69,65,65,42,70,15,1600
1045,Carmona,32,Real Sporting de Gijón,70,70,178,157,Spain,RM,66,68,71,71,44,64,6,1400
1063,D. Milicevic,33,KAS Eupen,70,70,173,139,Bosnia Herzegovina,CAM,54,70,75,70,36,42,7,1100
1068,R. Riou,32,Stade Malherbe Caen,70,70,188,179,France,GK,70,68,66,68,49,71,4,1100
1069,I. Bangoura,33,Al Batin,70,70,175,161,Guinea,ST,63,71,57,66,31,66,10,1100
1082,T. Elyounoussi,32,Shonan Bellmare,70,70,173,146,Norway,RW,77,69,66,74,47,63,3,1400
1083,M. Fraga,32,Mazatlán FC,70,70,183,183,Mexico,GK,70,70,74,69,51,69,6,1100
1111,R. Shawcross,32,Stoke City,70,70,190,168,England,CB,40,37,46,49,70,81,15,1100
1112,D. Simpson,32,Huddersfield Town,70,70,175,176,England,CB,54,38,61,66,76,66,17,1100
1152,S. Ireland,31,Bolton Wanderers,70,70,173,148,Republic of Ireland,CAM,54,63,70,70,45,54,7,1600
1175,G. Dorrans,32,Rangers FC,70,70,178,172,Scotland,CM,55,65,72,70,56,66,30,1300
1208,J. Moulin,34,AS Saint-Étienne,70,70,185,194,France,GK,72,70,65,71,52,68,12,775
1213,José Semedo,34,Vitória de Setúbal,70,70,183,172,Portugal,CB,47,41,54,57,70,81,4,675
1240,E. Alfonso,32,Brescia,70,70,190,187,Italy,GK,70,70,59,70,50,69,0.5,1100
1241,V. Obinna,29,SV Darmstadt 98,70,70,178,179,Nigeria,LM,86,69,63,73,30,73,20,1300
1247,L. Tomlin,31,Cardiff City,70,70,180,163,England,CAM,51,71,69,73,37,61,16,1600
1256,A. Bonnet,33,Le Havre AC,70,70,173,143,France,LM,76,64,70,71,36,60,6,1100
1276,P. Barrera,33,Atlético de San Luis,70,70,178,159,Mexico,RM,74,65,68,70,44,66,9,1100
1296,N. Taylor,31,Aston Villa,70,70,175,165,Wales,LB,66,39,65,69,68,65,26,1300
1322,A. Fathi,35,Egypt,70,70,175,172,Egypt,RB,63,62,64,66,69,74,0,0
1335,D. Halfar,29,1. FC Kaiserslautern,70,70,173,148,Germany,CAM,74,56,70,75,31,58,10,1700
1347,M. Robak,35,Slask Wroclaw,70,70,183,172,Poland,ST,57,69,52,66,39,73,5,825
1353,Choi Chul Soon,33,Jeonbuk Hyundai Motors,70,70,175,150,Korea Republic,RB,71,46,63,66,67,75,6,800
1354,Yeom Ki Hun,37,Suwon Samsung Bluewings,70,70,183,176,Korea Republic,CAM,47,71,76,72,47,62,3,575
1384,A. Beck,33,KAS Eupen,70,70,180,174,Germany,RWB,62,45,65,65,71,70,7,800
1405,M. Lustig,33,AIK,70,70,188,172,Sweden,RB,51,53,66,62,72,71,5,800
1418,A. Bodzek,34,Fortuna Düsseldorf,70,70,183,176,Poland,CDM,37,54,61,58,71,74,14,675
1423,I. Aissati,31,Denizlispor,70,70,175,154,Morocco,CAM,67,61,69,73,39,56,14,1600
1458,Suso Santana,35,CD Tenerife,70,70,173,137,Spain,RM,82,62,63,71,54,77,5,775
1460,A. Matri,34,Sassuolo,70,70,183,176,Italy,ST,57,67,58,66,37,65,27,925
1504,F. Tissone,31,CD Nacional,70,70,183,163,Argentina,CDM,58,65,66,65,68,72,7,1200
1521,A. Rosi,32,Perugia,70,70,183,176,Italy,RB,72,59,66,71,66,74,3,1100
1530,R. Danzé,31,Stade Rennais FC,70,70,183,161,France,CDM,58,59,69,69,73,67,15,1200
1536,S. Arfield,31,Rangers FC,70,70,178,176,Canada,CM,67,67,70,71,62,70,27,1500
1553,D. Ciofani,33,US Cremonese,70,70,190,181,Italy,ST,61,70,42,56,25,72,3,1100
1572,F. Forestieri,30,Udinese,70,70,173,148,Italy,ST,76,72,67,75,47,65,11,1700
1582,V. Mannone,32,AS Monaco,70,70,188,170,Italy,GK,68,67,66,71,55,70,18,1100
1596,T. Rowe,31,Bristol City,70,70,180,179,England,LWB,69,56,63,67,66,65,21,1300
1646,C. Gülselam,32,Alanyaspor,70,70,193,194,Turkey,CB,48,59,57,58,72,77,8,1200
1691,S. Ninis,26,KV Mechelen,70,71,173,150,Greece,CAM,67,65,71,73,27,58,10,1200
1695,K. Aït-Fana,27,Nîmes Olympique,70,70,175,154,Morocco,RM,72,64,67,75,33,48,5,1400
1700,S. Williams,33,Millwall,70,70,183,176,Republic of Ireland,CDM,52,62,71,65,69,75,8,875
1704,T. Matavž,31,Slovenia,70,70,188,179,Slovenia,ST,47,73,51,66,30,67,0,0
1719,K. Barbarouses,30,New Zealand,70,70,170,150,New Zealand,RW,85,71,62,73,32,69,6,1700
1727,G. Berardi,31,Leeds United,70,70,178,159,Switzerland,CB,66,39,60,64,69,77,41,1300
1745,M. Langerak,31,Australia,70,70,193,172,Australia,GK,71,68,53,72,27,70,3,1100
1760,M. Mavraj,34,SpVgg Greuther Fürth,70,70,188,185,Albania,CB,32,27,51,41,72,71,6,650
1789,L. Barrios,35,Gimnasia y Esgrima La Plata,70,70,188,185,Paraguay,ST,56,73,62,66,42,71,8,825
1794,J. Morávek,30,FC Augsburg,70,70,180,170,Czech Republic,CAM,46,69,73,74,55,56,15,1600
1797,R. Bobadilla,33,Club Guaraní,70,70,183,192,Paraguay,ST,61,74,65,66,47,80,0.5,1100
1804,A. Chedjou,35,Amiens SC,70,70,183,170,Cameroon,CB,43,49,59,57,71,63,3,550
1812,J. Berget,29,Malmö FF,70,70,185,179,Norway,RM,76,69,65,66,59,76,5,1700
1824,J. Howson,32,Middlesbrough,70,70,180,170,England,CDM,65,69,68,71,70,73,9,1100
1843,Rui Fonte,30,SC Braga,70,70,180,161,Portugal,ST,63,68,67,69,43,62,9,1700
1852,E. Mulder,31,SC Heerenveen,70,70,193,194,Netherlands,GK,71,70,73,71,33,66,4,1100
1865,A. Grünwald,31,FK Austria Wien,70,70,188,185,Austria,CM,58,69,71,69,56,78,11,1500
1869,M. Waghorn,30,Derby County,70,70,178,183,England,ST,66,72,68,63,33,77,17,1700
1876,G. Margreitter,31,1. FC Nürnberg,70,70,185,192,Austria,CB,46,24,47,43,71,75,7,1300
1904,T. Chevalier,33,Valenciennes FC,70,70,178,170,France,RW,75,73,66,71,34,72,5,1100
1908,N. Roux,32,Nîmes Olympique,70,70,183,172,France,ST,66,70,63,71,37,65,14,1400
1935,M. Diskerud,29,Helsingborgs IF,70,70,183,161,United States,CM,66,67,71,70,61,70,2,1700
1948,J. Biabiany,31,Trapani,70,70,178,161,France,RW,90,66,64,75,36,62,2,1600
1959,Sergio Tejera,30,Real Oviedo,70,70,180,165,Spain,CDM,69,69,69,70,66,75,6,1500
1964,E. Lichaj,31,Fatih Karagümrük S.K.,70,70,178,176,United States,RB,67,46,54,65,68,75,8,1300
1970,H. Robson-Kanu,31,West Bromwich Albion,70,70,183,183,Wales,ST,69,71,63,70,35,75,42,1600
1975,M. Mustacchio,31,Crotone,70,70,180,172,Italy,RM,90,63,61,72,41,63,8,1600
2006,Kim Kwang Suk,37,Pohang Steelers,70,70,183,161,Korea Republic,CB,65,42,51,55,70,72,3,350
2027,M. Coda,31,Lecce,70,70,183,159,Italy,ST,60,72,51,69,25,59,21,1600
2039,V. Forren,32,SK Brann,70,70,188,190,Norway,CB,31,52,62,58,70,74,3,1100
2078,A. Clayton,31,Birmingham City,70,70,175,165,England,CDM,54,60,68,67,67,68,9,1300
2086,S. de Jong,31,FC Cincinnati,70,70,185,181,Netherlands,ST,51,75,69,67,59,72,5,1600
2090,René,36,Dinamo Bucuresti,70,70,183,174,Spain,GK,71,68,63,69,54,70,2,300
2094,F. Ðordevic,32,Chievo Verona,70,70,185,176,Serbia,ST,57,72,59,66,49,73,3,1400
2117,G. Vural,32,Gazisehir Gaziantep F.K.,70,70,178,143,Turkey,LM,79,68,69,74,64,66,9,1300
2119,G. Cameron,34,Queens Park Rangers,70,70,190,185,United States,CB,53,55,63,65,70,75,6,675
2120,R. Espinoza,33,Sporting Kansas City,70,70,178,181,Honduras,CDM,56,67,68,70,69,79,5,1000
2121,Raúl Fernández,32,UD Las Palmas,70,70,196,203,Spain,GK,70,69,62,70,42,71,5,1100
2129,K. Kronholm,34,Chicago Fire,70,70,188,183,United States,GK,74,64,65,74,36,64,4,775
2130,A. Adomah,32,Nottingham Forest,70,70,185,163,Ghana,RM,76,67,66,70,53,64,26,1400
2138,P. Šteinbors,34,Jagiellonia Bialystok,70,70,188,179,Latvia,GK,72,66,65,74,37,72,5,775
2154,O. Alanís,31,San Jose Earthquakes,70,70,185,181,Mexico,CB,45,50,64,59,72,70,5,1300
2168,L. Fuentes,33,Club América,70,70,173,141,Mexico,LB,64,58,68,69,68,66,18,800
2170,A. Saldívar,30,Deportivo Toluca,70,70,183,170,Mexico,GK,71,68,69,68,43,69,9,1200
2186,J. Pereira,33,Club Necaxa,70,70,185,179,Mexico,CB,32,37,52,50,71,78,7,850
2190,Keirrison,27,FC Arouca,70,70,183,176,Brazil,ST,66,70,61,68,37,62,8,1400
2192,K. Kombarov  B,30,Arsenal Tula,70,70,183,159,Russia,RM,72,62,67,73,68,68,20,1300
2195,Thiago Carleto,29,Al Ittihad,70,70,178,179,Brazil,LWB,72,66,65,69,66,71,20,1300
2228,A. Kravets,31,Atiker Konyaspor,70,70,188,174,Ukraine,ST,60,70,57,62,40,70,11,1600
2236,A. Diomande,29,Los Angeles FC,70,70,180,179,Norway,ST,75,69,52,67,29,78,6,1800
2244,G. Friend,32,Birmingham City,70,70,188,183,England,CB,64,55,60,69,72,73,9,1100
2256,M. Yatabaré,34,Sivasspor,70,70,185,185,Mali,ST,64,71,60,66,31,75,11,925
2269,R. Rodelin,30,En Avant de Guingamp,70,70,193,181,France,CAM,57,71,70,72,41,69,6,1700
2272,C. Carmona,33,Colo-Colo,70,70,173,150,Chile,CDM,64,57,65,64,67,72,5,875
2289,Dani Pacheco,29,Málaga CF,70,70,170,154,Spain,LM,71,68,70,74,36,61,7,1700
2297,A. Catellani,28,Virtus Entella,70,70,178,161,Italy,RM,78,71,69,73,19,59,4,1400
2298,M. Sau,32,Benevento,70,70,170,143,Italy,RW,84,68,70,78,31,56,11,1400
2302,Eloi Amagat,33,New York City FC,70,70,183,159,Spain,CM,40,66,67,70,64,65,5,1000
2332,L. Siligardi,32,Parma,70,70,180,159,Italy,RW,72,66,70,75,37,55,18,1400
2356,Thiago Cionek,34,SPAL,70,70,183,176,Poland,CB,59,26,44,52,71,71,0.5,650
2360,N. Calderón,28,U.N.A.M.,70,70,173,154,Mexico,LM,74,70,68,72,56,62,15,1800
2390,A. Esswein,29,Hertha BSC,70,70,183,187,Germany,ST,77,69,63,70,56,74,15,1700
2462,Álvaro Giménez,29,Cádiz CF,70,70,183,183,Spain,ST,72,70,57,68,29,65,18,1800
2471,Alcalá,31,Girona FC,70,70,196,205,Spain,CB,34,48,58,52,69,76,6,1300
2476,S. Armenteros,30,Crotone,70,70,180,176,Sweden,ST,70,70,62,72,37,67,8,1700
2490,M. El Kabir,30,Çaykur Rizespor,70,70,175,185,Morocco,ST,73,69,62,70,29,70,10,1700
2501,R. Ruiter,33,Willem II,70,70,196,172,Netherlands,GK,70,66,67,69,55,71,5,950
2504,Y. Ravet,30,Grenoble Foot 38,70,70,178,159,France,RM,67,64,70,71,38,57,4,1700
2508,V. Kadlec,27,Sparta Praha,70,71,180,163,Czech Republic,ST,86,69,59,71,36,62,0.5,2100
2520,P. Tachtsidis,29,Lecce,70,70,190,190,Greece,CM,46,59,73,63,66,75,20,1700
2546,L. Taylor,30,Nottingham Forest,70,70,188,174,Montserrat,ST,80,69,56,70,38,69,28,1700
2565,R. Gabrielsen,28,Toulouse Football Club,70,72,188,190,Norway,CB,71,48,46,52,68,83,4,1800
2588,G. Zusi,33,Sporting Kansas City,70,70,178,161,United States,CM,62,68,74,70,66,71,5,800
2593,F. Zuculini,28,Venezia FC,70,70,175,150,Argentina,CM,68,56,68,70,65,68,3,1800
2603,D. Villalva,26,Tiburones Rojos de Veracruz,70,70,160,137,Argentina,CAM,78,67,66,74,32,47,6,1900
2606,A. Ríos,31,Deportivo Toluca,70,70,173,165,Mexico,CDM,61,54,65,60,67,73,11,1300
2614,M. Terrazzino,29,SC Freiburg,70,70,178,163,Germany,LM,65,58,69,75,34,60,14,1700
2626,H. Nielsen,26,SpVgg Greuther Fürth,70,71,188,181,Norway,ST,66,67,67,71,42,75,7,2100
2634,M. Besler,33,Sporting Kansas City,70,70,183,170,United States,CB,60,42,62,60,70,73,5,850
2683,H. Dean,28,Birmingham City,70,70,190,165,England,CB,54,33,44,53,71,75,10,1600
2711,S. Koroki,33,Urawa Red Diamonds,70,70,175,159,Japan,ST,64,71,62,69,31,68,8,1100
2715,Park Joo Ho,33,Ulsan Hyundai FC,70,70,175,157,Korea Republic,LB,69,46,68,70,67,64,5,800
2719,Kim Seung Gyu,29,Kashiwa Reysol,70,71,188,185,Korea Republic,GK,70,66,69,72,36,70,5,1400
2728,C. Guzmán,26,Club Necaxa,70,73,175,159,Mexico,RB,72,47,58,68,66,72,7,1900
2745,A. Briseño,26,Guadalajara,70,73,185,179,Mexico,CB,59,43,49,58,70,77,22,2000
2747,Bóveda,30,Deportivo de La Coruña,70,70,180,170,Spain,RB,73,52,61,67,68,72,5,1400
2755,Paulinho,34,Hammarby IF,70,70,175,165,Brazil,LW,73,70,64,73,24,69,4,900
2764,A. Barrada,29,Gimnàstic de Tarragona,70,70,178,161,Morocco,CAM,65,66,71,70,42,64,7,1700
2767,J. Steer,27,Aston Villa,70,72,188,176,England,GK,68,69,70,71,50,70,21,1500
2773,N. Obiora,27,Boavista FC,70,70,185,179,Nigeria,CDM,65,46,56,61,67,86,4,1600
2797,Fontàs,30,Sporting Kansas City,70,70,185,190,Spain,CB,31,48,66,60,71,68,5,1400
2800,Juan Villar,32,UD Almería,70,70,183,159,Spain,RW,89,69,66,71,40,71,6,1400
2809,R. Yabo,28,DSC Arminia Bielefeld,70,70,178,154,Germany,CAM,80,60,66,75,62,67,14,1800
2821,G. Kagelmacher,32,Peñarol,70,70,183,168,Uruguay,CB,63,48,66,63,71,74,0.5,1100
2840,S. Polter,29,Fortuna Sittard,70,70,193,207,Germany,ST,72,69,50,61,28,84,9,1800
2850,Juanpe,29,Girona FC,70,70,190,187,Spain,CB,53,35,55,48,68,78,6,1500
2852,M. Le Marchand,30,Fulham,70,70,185,172,France,CB,60,38,65,65,69,70,41,1400
2853,E. Prib,30,Fortuna Düsseldorf,70,70,180,170,Russia,CM,64,67,71,71,66,68,15,1600
2866,Y. Ngbakoto,28,En Avant de Guingamp,70,70,173,152,DR Congo,LM,79,68,64,73,25,63,6,1800
2893,M. Rojas,28,New Zealand,70,70,168,141,New Zealand,RM,90,65,63,74,45,46,6,1800
2916,S. Malone,29,Millwall,70,70,188,165,England,LWB,73,62,64,71,64,69,8,1500
2922,F. Giefer,30,FC Würzburger Kickers,70,70,196,205,Germany,GK,73,64,58,72,37,71,8,1200
2937,F. Kurto,29,Western United FC,70,72,190,181,Poland,GK,71,65,61,73,60,67,2,1500
2970,P. Souaré,29,ESTAC Troyes,70,70,178,146,Senegal,LB,72,50,67,66,68,69,5,1500
2972,André Santos,30,Os Belenenses,70,70,178,154,Portugal,CM,55,65,71,70,67,66,5,1600
2973,S. Caulker,28,Alanyaspor,70,72,190,170,England,CB,66,30,56,51,70,74,8,1800
2974,I. Martic,29,FC Sion,70,70,183,165,Switzerland,RB,71,51,61,66,67,71,16,1500
2975,D. Novaretti,35,Rosario Central,70,70,193,201,Argentina,CB,32,32,50,44,71,76,6,550
2989,T. Lees,29,Sheffield Wednesday,70,71,185,165,England,CB,54,36,55,61,70,74,11,1700
2998,M. Correia,31,SC Paderborn 07,70,70,185,179,Portugal,CB,57,38,61,63,69,69,11,1300
3004,D. Dumic,28,FC Twente,70,70,193,187,Bosnia Herzegovina,CB,51,48,54,47,70,75,6,1600
3011,Edu Ramos,28,Cádiz CF,70,71,175,170,Spain,CDM,65,51,67,63,62,71,15,1800
3035,Escassi,31,Málaga CF,70,70,185,172,Spain,CB,46,59,62,60,71,81,6,1300
3036,A. Forshaw,28,Leeds United,70,70,175,157,England,CDM,64,61,71,70,63,64,43,1600
3039,N. Uysal,29,Besiktas JK,70,71,180,159,Turkey,CB,70,56,59,65,68,74,29,1700
3047,J. Collins,29,Luton Town,70,70,188,190,Republic of Ireland,ST,67,68,54,65,42,80,9,1800
3058,C. Moritz,30,SSV Jahn Regensburg,70,70,185,176,Germany,CDM,51,58,68,69,69,70,7,1500
3067,K. Musona,30,KAS Eupen,70,70,178,157,Zimbabwe,ST,75,70,64,72,31,65,8,1700
3068,Keko,27,Deportivo de La Coruña,70,70,173,150,Spain,RM,73,63,69,71,56,67,6,1900
3070,F. Diagne,30,Atiker Konyaspor,70,70,185,172,Senegal,CB,63,42,58,65,69,73,9,1400
3073,N. Tomovic,32,SPAL,70,70,183,174,Serbia,CB,56,38,59,64,70,73,17,1100
3075,A. Mazzotta,30,Crotone,70,70,183,161,Italy,LM,77,55,65,70,64,70,8,1700
3090,M. Kirkeskov,28,Piast Gliwice,70,70,183,185,Denmark,LB,76,48,64,66,65,77,5,1500
3094,M. Ritzmaier,27,Barnsley,70,71,180,163,Austria,CAM,70,67,72,72,60,69,8,2000
3096,R. Grange,31,La Berrichonne de Châteauroux,70,70,178,157,France,RM,72,69,69,69,37,63,4,1600
3101,L. Marrone,30,Crotone,70,70,185,165,Italy,CM,53,59,71,71,70,71,7,1400
3109,G. Jara,34,Mazatlán FC,70,70,178,170,Chile,CB,53,47,61,62,69,74,7,650
3135,J. Rojas,28,Club Atlético Talleres,70,70,173,141,Ecuador,RM,92,58,63,75,28,68,10,1800
3138,D. Batth,29,Stoke City,70,70,190,198,England,CB,32,23,42,37,70,83,15,1500
3155,F. Farnolle,35,BB Erzurumspor,70,70,196,229,Benin,GK,70,69,65,69,42,72,4,475
3168,Baena,29,Granada CF,70,70,180,159,Spain,CB,39,54,65,61,68,71,6,1400
3174,Suk Hyun Jun,29,ESTAC Troyes,70,70,190,181,Korea Republic,ST,59,72,57,68,39,78,6,1800
3188,C. Ramos,29,Peru,70,70,183,172,Peru,CB,65,44,48,50,70,71,0,0
3191,A. Corzo B,31,Peru,70,70,173,165,Peru,RB,71,46,58,63,70,64,0,0
3209,Ignasi Miquel,27,CD Leganés,70,71,188,181,Spain,CB,60,28,56,58,70,69,7,1800
3214,J. Bidwell,27,Swansea City,70,71,183,176,England,LWB,68,41,65,63,68,74,15,1800
3244,A. Ahamada,28,SK Brann,70,72,188,183,Comoros,GK,78,62,58,75,40,63,3,1500
3267,A. Stevanovic,28,Wisla Plock,70,70,180,163,Switzerland,LM,86,62,65,72,46,70,5,1800
3280,S. Morsy,28,Middlesbrough,70,70,173,165,Egypt,CDM,66,57,63,70,64,79,10,1600
3283,E. Larsson,28,Malmö FF,70,70,175,159,Sweden,RB,65,54,66,65,64,79,5,1500
3284,J. Morrow,32,Toronto FC,70,70,175,165,United States,LB,67,62,65,66,67,73,5,1100
3296,F. Moubandje,30,Alanyaspor,70,70,180,163,Switzerland,LB,68,48,65,69,67,75,8,1400
3298,A. Abdennour,29,Kayserispor,70,70,188,185,Tunisia,CB,51,55,56,51,68,76,8,1500
3312,Samu Sáiz,29,Girona FC,70,70,175,150,Spain,RW,75,67,69,74,25,61,6,1700
3324,D. Williams,29,Huddersfield Town,70,70,183,176,United States,CB,71,68,65,73,70,81,30,1700
3327,Jordi Amat,28,KAS Eupen,70,71,183,183,Spain,CB,64,48,53,55,69,76,7,1700
3337,T. Ream,32,Fulham,70,70,188,176,United States,CB,60,43,68,68,70,69,41,1100
3340,S. Beitashour,33,Colorado Rapids,70,70,178,157,Iran,RB,71,51,66,67,66,71,5,800
3348,D. Bentley,26,Bristol City,70,74,188,159,England,GK,75,64,66,72,44,69,17,1700
3355,A. Kacaniklic,28,Hammarby IF,70,70,180,159,Sweden,RW,74,66,69,70,41,54,4,1800
3373,C. Gamboa,30,VfL Bochum 1848,70,70,175,165,Costa Rica,RB,86,48,65,71,64,70,10,1400
3389,K. Zohore,26,West Bromwich Albion,70,72,193,212,Denmark,ST,65,70,48,64,26,78,42,2200
3415,Vinícius,22,Adanaspor,70,75,180,159,Brazil,RW,77,71,63,72,26,61,15,1800
3423,N. Isimat-Mirin,28,Besiktas JK,70,70,188,172,France,CB,59,34,53,45,70,75,29,1600
3426,G. Hanley,28,Norwich City,70,70,188,179,Scotland,CB,54,34,42,44,72,72,7,1600
3439,J. Robinson,26,Sheffield United,70,71,180,148,England,CB,70,41,61,63,72,66,17,1800
3464,A. Gorgon,31,Pogon Szczecin,70,70,185,168,Austria,LM,72,70,67,70,40,67,5,1600
3537,M. Çagiran,27,Atiker Konyaspor,70,70,180,181,Turkey,CB,63,68,66,69,70,77,9,1600
3544,Fernando Canesín,27,KV Oostende,70,71,175,154,Brazil,CAM,77,60,66,74,30,60,10,2000
3550,K. Çörekçi,28,Trabzonspor,70,70,173,163,Turkey,RB,81,51,63,72,64,67,16,1500
3551,A. Sepúlveda,29,Querétaro,70,70,180,165,Mexico,ST,77,66,66,69,42,72,8,1800
3552,H. Mier,30,Guadalajara,70,70,183,163,Mexico,CB,59,43,57,58,71,70,22,1400
3553,Aridai,31,UD Las Palmas,70,70,173,141,Spain,RW,78,69,59,78,26,59,6,1600
3555,M. Gorgelin,29,Le Havre AC,70,70,188,183,France,GK,73,64,70,71,48,67,4,1300
3566,M. Kaminski,28,VfB Stuttgart,70,71,193,185,Poland,CB,66,56,62,59,71,69,13,1700
3594,N. Lavanchy,26,FC Lugano,70,71,175,161,Switzerland,RWB,80,62,63,68,60,70,5,1800
3596,L. Lacroix,27,AS Saint-Étienne,70,71,198,203,Switzerland,CB,34,45,59,52,70,77,15,1800
3652,S. García,31,Unión La Calera,70,70,190,194,Argentina,CB,69,52,63,63,71,72,2,1300
3691,T. Ince,28,Stoke City,70,70,178,146,England,RW,77,66,66,73,34,53,18,1800
3705,G. Burdisso,31,Club Atlético Lanús,70,70,188,181,Argentina,CB,38,43,54,51,70,78,10,1300
3717,A. Davies,27,Stoke City,70,73,185,176,Wales,GK,70,68,67,71,40,68,12,1600
3728,L. Moore,27,Reading,70,72,185,190,England,CB,70,33,57,62,68,79,8,1900
3730,M. Bešic,27,Everton,70,70,180,176,Bosnia Herzegovina,CDM,62,55,67,74,71,70,36,1800
3757,C. Knasmüllner,28,SK Rapid Wien,70,70,180,154,Austria,RM,77,65,69,72,42,65,17,1800
3765,André Martins,30,Legia Warszawa,70,70,170,134,Portugal,CAM,78,62,68,75,59,58,7,1600
3773,G. Bussmann,29,FC Erzgebirge Aue,70,70,183,165,France,LB,66,56,59,63,69,74,6,1500
3794,B. Pawlowski,27,Slask Wroclaw,70,70,178,154,Poland,RM,87,65,63,72,28,63,6,1900
3798,T. Prikryl,27,Jagiellonia Bialystok,70,70,178,152,Czech Republic,RM,80,66,67,71,28,61,6,1900
3804,M. Le Bihan,30,AJ Auxerre,70,70,183,176,France,ST,52,70,58,70,45,70,5,1700
3808,S. Bryzgalov,24,FC Anzhi Makhachkala,70,74,180,168,Russia,CB,73,42,57,56,69,68,10,2000
3810,D. Henry,27,Canada,70,73,188,194,Canada,CB,61,44,51,51,68,82,3,1900
3816,M. Duriš,28,FC Orenburg,70,70,183,165,Slovakia,ST,74,68,60,68,43,71,30,1400
3826,N. Leali,26,Ascoli,70,73,193,181,Italy,GK,72,70,58,73,32,64,2,1600
3841,Ryder Matos,27,Udinese,70,70,180,154,Brazil,RW,74,65,61,76,34,65,11,1900
3854,S. Lletget,27,LA Galaxy,70,70,178,165,United States,RM,71,64,70,73,60,70,5,1800
3866,E. Kachunga,28,Sheffield Wednesday,70,70,178,163,DR Congo,RM,76,68,63,70,45,72,12,1800
3881,M. Pátkai,32,Hungary,70,70,173,154,Hungary,CDM,67,61,66,67,67,60,0,0
3892,O. Omoijuanfo,26,Molde FK,70,73,188,165,Norway,ST,75,71,61,68,44,76,5,2200
3918,M. Haïdara,27,Racing Club de Lens,70,71,178,168,Mali,LWB,76,51,59,67,66,77,19,1800
3922,A. Søderlund,32,BK Häcken,70,70,188,190,Norway,ST,63,70,55,63,42,79,4,1400
3923,G. Wikheim,27,Al Fateh,70,70,183,143,Norway,LM,87,58,63,74,44,54,16,1900
3941,B. Afobe,27,Trabzonspor,70,71,183,172,DR Congo,ST,76,70,59,67,29,69,18,2100
3956,M. Knoll,29,FC St. Pauli,70,70,185,179,Germany,CB,52,56,69,63,70,77,10,1500
3967,E. Kaçe,25,PAOK,70,73,170,137,Albania,CDM,75,65,66,70,70,72,1,2200
3983,C. Sapong,31,Chicago Fire,70,70,185,185,United States,ST,74,67,58,67,40,81,5,1600
3995,Lee Seung Gi,32,Jeonbuk Hyundai Motors,70,70,178,148,Korea Republic,CAM,74,68,71,71,53,69,7,1300
4012,N. Foor,27,Vitesse,70,70,170,134,Netherlands,LW,77,68,68,74,61,58,11,1800
4016,D. Bingham,30,LA Galaxy,70,70,188,190,United States,GK,74,64,72,72,39,67,4,1200
4017,Javier Espinosa,26,FC Twente,70,71,173,148,Spain,CAM,69,60,70,72,42,50,6,2100
4024,F. Hartherz,27,Fortuna Düsseldorf,70,71,188,183,Germany,LB,72,52,66,65,65,80,14,1800
4034,J. Bahebeck,26,FC Utrecht,70,71,183,168,France,ST,75,71,65,71,34,66,12,2100
4045,R. Boateng,27,AD Alcorcón,70,70,178,146,Ghana,CM,70,68,64,68,67,75,6,1800
4055,A. Taggart,27,Australia,70,70,180,161,Australia,ST,79,70,63,71,38,67,4,1900
4079,N. Byrne B,28,Derby County,70,70,173,154,England,RB,88,52,61,70,63,66,15,1500
4082,C. Battocchio,28,Stade Brestois 29,70,70,170,141,Italy,CAM,69,68,70,75,57,58,11,1800
4083,F. Viviani,28,SPAL,70,71,180,165,Italy,CM,61,70,72,71,68,67,18,1800
4097,C. Nyman,27,IFK Norrköping,70,71,185,181,Sweden,ST,84,68,58,67,34,81,5,2100
4102,N. Kebano,28,Fulham,70,70,170,143,DR Congo,LW,80,65,65,74,39,53,50,1800
4104,Yun Il Lok,28,Montpellier HSC,70,70,178,143,Korea Republic,LM,71,65,66,70,47,67,17,1800
4127,M. Franke,27,Hannover 96,70,73,193,198,Germany,CB,53,31,42,44,71,76,13,1900
4138,Caio Secco,29,Clube Sport Marítimo,70,72,193,194,Brazil,GK,67,69,62,69,42,71,5,1500
4139,J. Valencia,25,Legia Warszawa,70,73,165,134,Ecuador,RM,83,58,63,73,42,62,7,2200
4151,B. Assombalonga,27,Middlesbrough,70,71,178,172,DR Congo,ST,75,69,57,66,38,71,11,2100
4160,Thiago Galhardo,27,Albirex Niigata,70,70,183,165,Brazil,RM,80,68,67,71,64,65,5,1900
4178,Leandro,27,FC Tokyo,70,70,178,172,Brazil,LW,73,70,69,70,39,74,7,1900
4201,P. Wszolek,28,Legia Warszawa,70,70,185,170,Poland,RM,76,63,67,68,54,72,8,1800
4212,V. Sielis,29,Jeju United FC,70,70,188,209,Cyprus,CB,72,44,58,59,67,80,4,1500
4219,C. Galano,28,Pescara,70,70,170,152,Italy,LM,92,68,67,73,18,68,4,1800
4220,G. Courtet,31,AC Ajaccio,70,70,180,168,France,ST,66,74,64,66,26,72,5,1600
4265,J. Fjóluson,31,SK Brann,70,70,196,179,Iceland,CB,47,48,57,53,71,76,3,1300
4270,M. Bakalorz,30,Denizlispor,70,70,180,172,Germany,CB,63,65,60,62,69,76,13,1500
4294,M. de Leeuw,33,FC Emmen,70,70,178,148,Netherlands,ST,53,69,61,69,58,70,5,1100
